symbol,ex_date,ratio_new,ratio_old,factor,price_ratio,vol_gate_day,vol_gate_persist,price_dev,gap_days,persistence
MDJH,2024-02-08,21,13,1.615385,1.614173,0.9091,0.9091,0.00075,115,persistent
MDRR,2023-05-04,2,17,0.117647,0.118198,0.4,0.1,0.004668,2,persistent
MDVL,2023-08-03,1,35,0.028571,0.028182,0.01,0.33,0.01373,3,persistent
ME,2024-10-16,1,19,0.052632,0.053519,0.1791,0.0378,0.016718,1,persistent
MEACW,2022-04-20,10,7,1.428571,1.426599,1.0,1.0,0.001382,20,persistent
MEACW,2022-05-04,28,17,1.647059,1.652893,1.0,1.0,0.003536,8,persistent
MEGL,2025-01-06,7,22,0.318182,0.31875,2127.9394,0.4232,0.001784,3,persistent
MEIP,2023-04-17,1,20,0.05,0.049271,0.0846,0.0838,0.014691,3,persistent
METX,2023-08-24,1,17,0.058824,0.058407,0.2429,0.0026,0.00711,1,persistent
MEXX,2023-08-29,31,6,5.166667,5.104586,0.0615,1.5385,0.012088,6,persistent
MFA,2022-04-05,1,4,0.25,0.253385,0.4989,0.453,0.013449,1,persistent
MFI,2025-07-10,2,17,0.117647,0.116788,0.4415,0.088,0.007326,1,persistent
MGK,2026-04-21,5,1,5.0,4.990125,3.9054,2.4829,0.001977,1,persistent
MGOL,2023-08-15,21,13,1.615385,1.618705,1.5951,1.6791,0.002053,1,persistent
MGOL,2024-07-18,1,9,0.111111,0.111227,1.925,0.3139,0.001045,1,persistent
MGRT,2026-04-08,21,32,0.65625,0.656289,1.0,0.396,6e-05,1,persistent
MGRX,2023-03-31,50,21,2.380952,2.379032,1.99,2.595,0.000807,7,persistent
MGRX,2024-10-16,2,29,0.068966,0.068411,0.0553,0.2095,0.008075,1,persistent
MHUA,2022-10-27,13,19,0.684211,0.685366,0.8255,0.863,0.001687,13,persistent
MHUA,2025-11-24,1,80,0.0125,0.012941,0.0269,0.2606,0.034686,3,persistent
MI,2024-04-12,1,35,0.028571,0.028089,1.0388,0.1584,0.017036,1,persistent
MI,2025-07-24,21,31,0.677419,0.676737,1.0,0.78,0.001008,9,persistent
MI,2026-03-10,6,1,6.0,5.976048,747.93,11.78,0.004,12,persistent
MIC,2026-06-30,12,65,0.184615,0.183449,0.0006,0.0014,0.006337,1441,persistent
MIGI,2023-02-09,13,80,0.1625,0.161899,0.0257,0.4643,0.003707,1,persistent
MIGI,2025-11-21,1,13,0.076923,0.076039,0.1067,0.3278,0.011566,1,persistent
MILEW,2022-04-18,9,17,0.529412,0.529412,0.8175,0.75,0.0,4,persistent
MIMI,2026-05-06,7,65,0.107692,0.107787,0.3689,0.6667,0.000878,1,persistent
MIMO,2023-05-16,23,16,1.4375,1.435275,1.4286,0.7143,0.001549,4,persistent
MIND,2023-10-16,6,65,0.092308,0.091797,5.23,0.77,0.005549,4,persistent
MIRA,2023-12-07,17,12,1.416667,1.415459,1.3925,1.379,0.000853,2,persistent
MITC,2022-07-06,10,7,1.428571,1.428571,1.0,1.0,0.0,33,persistent
MJ,2025-02-21,1,12,0.083333,0.083769,0.1332,0.2314,0.005209,1,persistent
MKDW,2025-06-05,19,50,0.38,0.379684,28.4461,0.3634,0.000833,1,bad-open-print
MKDW,2026-01-26,1,28,0.035714,0.036141,0.0007,0.1642,0.011876,3,persistent
MKTW,2025-04-03,1,18,0.055556,0.055731,1.0091,0.2197,0.003159,1,persistent
ML,2023-04-25,1,29,0.034483,0.034002,0.7516,0.2528,0.014044,1,persistent
MLACR,2025-10-02,9,32,0.28125,0.281774,0.0069,0.044,0.00186,161,persistent
MLEC,2026-01-05,1,17,0.058824,0.059202,0.016,0.2996,0.00642,3,persistent
MLGO,2024-03-22,3,32,0.09375,0.0944,0.492,0.9789,0.006909,1,persistent
MLGO,2024-12-13,1,21,0.047619,0.047546,1.0706,0.2812,0.001525,1,persistent
MLGO,2025-07-18,1,26,0.038462,0.038248,0.1061,0.0992,0.005562,1,persistent
MLI,2023-10-23,2,1,2.0,1.995751,2.7705,3.0379,0.002127,3,persistent
MLI,2026-07-01,65,32,2.03125,2.015907,2.8992,2.068,0.007582,1,persistent
MLTX,2022-04-12,9,5,1.8,1.805611,1.0969,2.7806,0.003112,1,persistent
MLTX,2025-09-29,65,8,8.125,8.109948,61.9758,6.3673,0.001854,3,persistent
MNDR,2025-03-10,5,31,0.16129,0.161195,0.4057,0.0244,0.000593,3,persistent
MNDR,2025-09-25,6,31,0.193548,0.194349,0.5783,0.34,0.004128,2,persistent
MNDR,2025-11-06,32,21,1.52381,1.514423,0.8811,1.7621,0.006179,10,persistent
MNDR,2026-06-30,11,65,0.169231,0.168591,1.2135,0.1348,0.00379,4,persistent
MNMD,2022-08-29,2,29,0.068966,0.069052,0.0796,0.0581,0.001256,3,persistent
MNPR,2024-08-13,6,35,0.171429,0.171169,0.4032,0.5121,0.001516,1,persistent
MNST,2023-03-28,2,1,2.0,2.001147,2.0696,2.4553,0.000573,1,persistent
MNST,2026-08-11,2,1,2.0,1.969834,1.9179,1.8126,0.015198,1,persistent
MNTN WS,2024-07-02,3,2,1.5,1.506667,2.0508,1.0732,0.004435,1,persistent
MNTS,2023-08-24,1,40,0.025,0.025671,0.2164,0.3387,0.026483,1,persistent
MNTS,2024-12-13,3,40,0.075,0.07499,0.3954,0.5795,0.000132,1,persistent
MNTS,2025-12-18,1,18,0.055556,0.055551,0.0518,0.1578,7.6e-05,1,persistent
MNTSW,2022-04-20,3,2,1.5,1.497549,2.0,1.3333,0.001635,7,persistent
MNTSW,2022-05-19,8,13,0.615385,0.616279,0.4,0.8,0.001452,7,persistent
MOBQW,2022-08-05,13,35,0.371429,0.372591,0.0455,0.2273,0.003125,57,persistent
MOBX,2026-04-07,3,31,0.096774,0.098051,0.2873,0.1293,0.013106,1,persistent
MODD,2026-03-31,1,35,0.028571,0.027013,0.8214,0.2791,0.056107,1,persistent
MOGU,2022-03-28,1,10,0.1,0.0992,0.9355,0.1286,0.008032,3,persistent
MOVE,2025-10-10,3,29,0.103448,0.102268,2.292,0.136,0.011478,1,persistent
MPL,2026-03-30,12,29,0.413793,0.413814,0.0874,0.0583,5.2e-05,11,persistent
MPLN,2024-09-23,3,100,0.03,0.029575,0.2612,0.1238,0.014252,3,persistent
MPLN WS,2023-03-24,13,19,0.684211,0.685714,0.5499,0.8482,0.002195,1,persistent
MPRAW,2022-06-06,7,5,1.4,1.397429,0.6667,0.6667,0.001838,27,persistent
MQ,2026-07-01,1,4,0.25,0.248544,0.3966,0.3045,0.00584,1,persistent
MQQQ,2025-06-09,5,26,0.192308,0.19192,13.5953,0.7814,0.002019,10,persistent
MRAL,2025-04-09,27,40,0.675,0.675709,0.906,0.47,0.001049,1,persistent
MRAL,2026-05-01,3,32,0.09375,0.094023,0.0227,0.0477,0.002904,1,persistent
MREO,2025-12-29,7,1,7.0,6.95613,9.6365,3.5851,0.006287,3,persistent
MRKR,2023-01-30,3,25,0.12,0.121088,0.2312,0.1156,0.009029,4,persistent
MRNOW,2025-01-02,2,3,0.666667,0.666667,0.3333,0.5,0.0,111,persistent
MRNY,2025-12-01,3,29,0.103448,0.102201,0.7149,0.0763,0.012133,3,persistent
MRSN,2025-07-28,1,22,0.045455,0.045124,0.0186,0.0415,0.007293,3,persistent
MSAI,2026-04-13,1,40,0.025,0.026414,0.0515,0.0235,0.055022,3,persistent
MSDD,2026-03-04,27,19,1.421053,1.424342,1.0,1.0,0.002312,14,persistent
MSGY,2026-08-11,7,80,0.0875,0.088006,360.4729,0.6673,0.005769,1,persistent
MSOX,2024-11-26,1,21,0.047619,0.048702,0.0353,0.0204,0.022486,1,persistent
MSS,2026-04-30,2,21,0.095238,0.09519,0.0536,0.3494,0.000506,7,persistent
MST,2025-12-09,9,35,0.257143,0.255569,0.1148,0.0182,0.006141,1,persistent
MST,2026-03-23,1,7,0.142857,0.144168,0.023,0.0298,0.009136,3,persistent
MSTP,2026-05-01,3,65,0.046154,0.045856,0.0227,0.0006,0.00648,1,persistent
MSTR,2024-08-08,29,3,9.666667,9.624035,8.0128,5.6622,0.00442,1,persistent
MSTU,2024-12-16,65,7,9.285714,9.283286,8.9635,12.1846,0.000262,3,persistent
MSTU,2025-12-03,2,21,0.095238,0.095712,0.046,0.0303,0.004965,1,persistent
MSTU,2026-08-24,1,10,0.1,0.100257,0.0282,0.0305,0.002567,3,persistent
MSTX,2026-03-19,7,65,0.107692,0.108137,0.0045,0.0058,0.004121,1,persistent
MSTZ,2024-12-16,1,18,0.055556,0.055131,0.0245,0.0271,0.007667,3,persistent
MTC,2022-07-13,3,29,0.103448,0.104167,0.6957,0.1757,0.00692,1,persistent
MTC,2024-12-18,1,7,0.142857,0.144671,1.1307,0.6598,0.012617,1,persistent
MTEKW,2024-12-19,1,2,0.5,0.499909,0.412,0.6,0.000182,1,persistent
MTEM,2023-08-16,1,14,0.071429,0.072343,0.0078,0.1836,0.012721,5,persistent
MTEM,2024-10-14,31,7,4.428571,4.425584,1367.619,374.0952,0.000675,10,persistent
MTEN,2025-04-21,21,31,0.677419,0.677686,0.3736,0.582,0.000393,4,persistent
MTP,2022-12-14,29,15,1.933333,1.934343,1.0,1.0,0.000522,30,persistent
MTVA,2025-12-08,3,50,0.06,0.06018,6.3516,0.2033,0.002999,4,persistent
MTVC WS,2022-03-21,29,50,0.58,0.58,0.3184,0.748,0.0,4,bad-open-print
MUD,2026-03-10,1,10,0.1,0.101049,0.0078,0.0042,0.010434,1,persistent
MULL,2026-06-26,29,1,29.0,28.530447,14.2493,19.0034,0.016324,1,persistent
MULN,2023-08-11,7,65,0.107692,0.107788,0.03,0.1149,0.000892,1,persistent
MULN,2024-09-17,1,100,0.01,0.009883,0.025,0.0505,0.011765,1,persistent
MULN,2025-02-18,1,50,0.02,0.018413,0.042,0.8468,0.082667,4,persistent
MUU,2026-07-15,20,1,20.0,20.203142,32.82,24.9564,0.010106,1,persistent
MUX,2022-07-28,3,29,0.103448,0.102564,0.1862,0.2249,0.008584,1,persistent
MVIS,2026-08-03,1,15,0.066667,0.066448,0.1908,0.3004,0.003292,3,persistent
MVPS,2022-05-19,7,5,1.4,1.404398,1.0,1.0,0.003137,119,persistent
MVST,2024-04-02,23,16,1.4375,1.435319,1.3076,0.9769,0.001519,1,persistent
MVSTW,2022-10-18,19,13,1.461538,1.46087,2.0,1.0,0.000458,48,bad-open-print
MVSTW,2025-08-12,13,8,1.625,1.627219,2.2857,2.2857,0.001365,32,persistent
MWG,2023-11-01,20,9,2.222222,2.218543,1.5,1.705,0.001657,9,persistent
MWG,2026-02-24,2,21,0.095238,0.095508,0.2111,0.2222,0.002831,4,persistent
MYMD,2024-02-15,1,27,0.037037,0.037103,0.0806,0.0229,0.001781,1,persistent
MYNZ,2024-12-03,3,100,0.03,0.03032,0.2418,0.1227,0.010598,1,persistent
MYPSW,2022-11-04,8,5,1.6,1.595151,0.8,1.2,0.003035,175,persistent
MYPSW,2023-12-26,32,7,4.571429,4.563413,0.02,2.8,0.001755,322,persistent
MYSZ,2022-12-09,3,64,0.046875,0.04686,1.688,0.4,0.000322,1,persistent
MYSZ,2024-11-20,16,11,1.454545,1.456897,1.497,1.5329,0.001615,2,persistent
NAACW,2022-04-19,7,10,0.7,0.71449,1.0,1.0,0.020488,15,persistent
NAAS,2024-06-13,1,20,0.05,0.05083,0.0039,0.0718,0.016472,1,persistent
NAKA,2026-05-22,1,40,0.025,0.025382,0.1287,0.2319,0.015175,1,persistent
NAKD,2021-12-22,3,40,0.075,0.075936,0.4356,0.1564,0.012403,1,persistent
NAMI,2026-06-25,1,23,0.043478,0.044212,0.0055,0.0655,0.016744,1,persistent
NAMSW,2023-05-23,13,19,0.684211,0.683871,1.0,0.5,0.000496,6,persistent
NAMSW,2024-01-16,29,100,0.29,0.288779,2.8,0.8,0.00422,111,persistent
NAMSW,2025-03-04,18,29,0.62069,0.622807,0.2857,0.5714,0.003406,20,persistent
NAMSW,2025-10-10,16,25,0.64,0.640721,0.4988,0.4988,0.001127,59,persistent
NAOV,2023-02-09,2,31,0.064516,0.065298,0.7859,0.8016,0.012042,2,persistent
NAOV,2025-08-12,3,29,0.103448,0.102418,3.3249,0.5082,0.010011,1,persistent
NAYA,2025-03-18,1,12,0.083333,0.083231,0.3984,0.789,0.001223,1,persistent
NBIZ,2026-06-03,1,10,0.1,0.098571,0.2495,0.21,0.014397,1,persistent
NBIZ,2026-07-21,3,8,0.375,0.375084,0.3542,0.3082,0.000224,1,persistent
NBRV,2022-09-16,3,65,0.046154,0.046357,4.6571,0.2857,0.0044,1,persistent
NBY,2024-05-31,3,100,0.03,0.029801,0.0269,0.0062,0.00667,1,persistent
NBY,2026-02-23,5,23,0.217391,0.21777,0.7257,0.4204,0.00174,3,persistent
NCEW,2026-06-08,3,8,0.375,0.375747,0.0541,0.1622,0.00199,126,persistent
NCI,2025-06-16,23,80,0.2875,0.287293,1.0376,0.2353,0.000721,67,persistent
NCL,2025-10-08,2,15,0.133333,0.131925,0.2256,0.0911,0.010621,1,persistent
NCNA,2024-04-16,1,23,0.043478,0.043307,0.061,0.1173,0.003945,4,persistent
NCPLW,2022-09-29,11,6,1.833333,1.837847,1.0,1.01,0.002459,10,persistent
NCT,2026-04-02,1,30,0.033333,0.033072,1.0173,0.2058,0.007874,1,persistent
NCTY,2023-10-02,9,80,0.1125,0.111847,0.032,0.164,0.005817,11,persistent
NCV,2025-02-10,1,4,0.25,0.249123,0.6657,0.6045,0.003515,3,persistent
NCZ,2025-02-10,16,65,0.246154,0.247727,0.0546,0.363,0.006372,3,persistent
NDACW,2022-07-06,25,12,2.083333,2.080241,1.5873,1.5873,0.001486,62,persistent
NDAQ,2022-08-29,70,23,3.043478,3.026695,3.8729,3.5435,0.00553,3,persistent
NDLS,2026-02-18,8,65,0.123077,0.121722,0.07,0.106,0.01107,1,persistent
NDRA,2022-12-12,1,24,0.041667,0.041647,3.5714,0.7143,0.000464,4,persistent
NDRA,2024-11-07,1,28,0.035714,0.035424,1.1119,0.2127,0.008153,1,persistent
NEGG,2025-04-07,1,19,0.052632,0.051632,0.0348,0.0233,0.019179,3,persistent
NEHC,2025-05-15,31,20,1.55,1.552106,1.1818,1.9364,0.001358,9,persistent
NEON,2025-09-04,23,4,5.75,5.769437,216.6924,3.9195,0.003375,1,persistent
NEOVW,2023-09-06,15,22,0.681818,0.68157,1.01,1.0,0.000364,8,persistent
NEOVW,2024-11-04,7,10,0.7,0.712376,0.4,0.4,0.017526,3,persistent
NEPT,2022-06-13,1,29,0.034483,0.034196,0.0122,0.0412,0.008363,3,persistent
NEPT,2023-09-08,1,35,0.028571,0.026916,0.071,0.0434,0.05967,1,persistent
NESR,2024-10-22,7,25,0.28,0.279381,0.7243,0.0569,0.002212,544,persistent
NESRW,2022-10-26,65,8,8.125,8.118261,111.8644,16.9492,0.00083,205,persistent
NESRW,2025-05-19,27,64,0.421875,0.421585,1.5861,0.5308,0.000687,5,persistent
NETC WS,2023-02-14,2,5,0.4,0.39984,1.79,0.27,0.0004,1,persistent
NETC WS,2023-10-13,21,32,0.65625,0.656805,0.8598,0.6049,0.000845,3,bad-open-print
NETDW,2025-02-26,5,11,0.454545,0.455128,0.1667,0.1667,0.001281,16,persistent
NEW,2022-01-31,2,15,0.133333,0.132,0.4192,0.2237,0.01005,3,persistent
NFLX,2025-11-17,10,1,10.0,10.001079,7.9188,9.2608,0.000108,3,persistent
NFTZ,2022-06-27,17,11,1.545455,1.543571,1.0,1.0,0.001219,61,persistent
NINE,2026-03-31,2,35,0.057143,0.056922,0.0,0.0003,0.003867,60,persistent
NIOBW,2024-10-01,20,29,0.689655,0.690036,0.6944,0.6944,0.000552,4,persistent
NIOBW,2025-05-09,4,9,0.444444,0.444355,0.3333,0.1333,0.000202,46,persistent
NIPG,2026-07-16,3,65,0.046154,0.046211,0.0088,0.2407,0.001244,15,persistent
NIPG,2026-07-24,3,7,0.428571,0.429577,0.3828,0.1419,0.002345,8,persistent
NISN,2023-05-18,3,28,0.107143,0.107399,0.8,0.528,0.002384,1,persistent
NITO,2025-09-22,1,35,0.028571,0.026731,0.2878,0.6439,0.066566,3,persistent
NIVF,2025-02-11,2,35,0.057143,0.057033,0.2466,0.2412,0.001916,1,persistent
NIVF,2025-05-05,1,13,0.076923,0.077034,1.5234,0.3159,0.001443,3,persistent
NIVF,2025-08-04,5,28,0.178571,0.178038,0.4193,0.2759,0.00299,3,persistent
NIVF,2025-12-01,5,26,0.192308,0.192228,0.5241,0.3583,0.000413,3,persistent
NIVF,2026-01-26,6,17,0.352941,0.351712,38.1161,0.7742,0.003488,3,persistent
NIVF,2026-03-16,4,17,0.235294,0.235127,3.2274,0.0885,0.000712,3,persistent
NIVF,2026-07-06,27,80,0.3375,0.33633,0.0553,0.1598,0.003474,4,persistent
NKGN,2024-01-31,32,21,1.52381,1.523179,1.7021,0.8511,0.000414,2,persistent
NKLA,2024-06-25,1,29,0.034483,0.034205,0.1841,0.1776,0.008078,1,persistent
NKLA,2025-02-19,65,28,2.321429,2.320599,3.0906,1.1965,0.000357,1,persistent
NKTR,2025-06-09,2,31,0.064516,0.063834,0.4223,0.3242,0.010632,3,persistent
NLSP,2024-09-27,3,100,0.03,0.029729,0.461,0.7013,0.009071,1,persistent
NLSPW,2022-08-15,24,17,1.411765,1.412667,1.0,2.0,0.000639,94,persistent
NLTX,2023-09-26,3,17,0.176471,0.176857,2.977,0.4175,0.002188,4,persistent
NLY,2022-09-26,1,4,0.25,0.250888,0.5607,0.534,0.003546,3,persistent
NMRA,2025-01-02,11,2,5.5,5.497409,31.2273,7.6535,0.000471,2,persistent
NMRD,2023-05-24,10,7,1.428571,1.426534,0.8264,1.6529,0.001428,21,persistent
NMTC,2026-04-16,13,80,0.1625,0.162303,0.0714,0.6494,0.001215,1,persistent
NMTR,2022-10-18,1,21,0.047619,0.048135,1.8266,0.6189,0.01078,1,persistent
NNVC,2023-04-05,7,10,0.7,0.708571,0.9623,0.9434,0.012171,8,bad-open-print
NOTE,2025-09-02,7,80,0.0875,0.088133,0.1798,0.1642,0.007206,4,persistent
NOW,2025-12-18,5,1,5.0,5.018216,4.2513,5.687,0.003637,1,persistent
NPCE,2023-01-11,13,20,0.65,0.650862,0.6211,0.6211,0.001325,12,persistent
NPT,2026-04-06,23,16,1.4375,1.435804,1.301,1.2544,0.001181,4,persistent
NRBO,2023-12-27,8,65,0.123077,0.121914,0.0097,0.9709,0.009497,8,persistent
NRDY,2026-08-19,1,14,0.071429,0.071464,0.0931,0.1096,0.000503,1,persistent
NRGD,2022-04-11,1,50,0.02,0.018426,0.0297,0.0011,0.081974,3,persistent
NRGD,2022-12-02,1,10,0.1,0.100897,2.3296,0.0318,0.00893,1,persistent
NRSNW,2022-02-16,24,13,1.846154,1.844444,2.0,2.0,0.000926,41,persistent
NRSNW,2022-06-30,3,8,0.375,0.374875,0.9091,0.3636,0.000333,1,persistent
NRSNW,2024-06-28,13,25,0.52,0.52,0.6623,0.6623,0.0,31,persistent
NRSNW,2024-07-22,7,10,0.7,0.698324,0.3503,0.3503,0.002397,3,persistent
NRSNW,2024-12-27,13,32,0.40625,0.406818,0.9901,0.9901,0.001398,158,bad-open-print
NRSNW,2025-05-30,7,10,0.7,0.714286,0.4,0.995,0.020203,14,bad-open-print
NRXP,2024-04-02,1,9,0.111111,0.11066,0.1469,0.1142,0.004072,1,persistent
NRXP,2024-04-30,14,9,1.555556,1.556522,1.164,1.0894,0.000621,1,persistent
NRXPW,2022-05-26,35,3,11.666667,11.727273,52.6316,5.2632,0.005181,76,persistent
NRXPW,2023-12-29,5,3,1.666667,1.666667,2.0,1.0,0.0,165,persistent
NRXPW,2024-01-16,13,19,0.684211,0.685714,1.0,0.37,0.002195,18,persistent
NSTD WS,2023-04-19,5,8,0.625,0.625,0.7157,0.4286,0.0,1,bad-open-print
NTCL,2025-06-20,13,32,0.40625,0.406627,9.1143,0.1353,0.000926,2,persistent
NTEST,2024-06-13,29,3,9.666667,9.676,1.5588,1.482,0.000965,1,persistent
NTRB,2021-12-20,29,16,1.8125,1.809524,1.9608,1.902,0.001643,10,persistent
NTRBW,2023-06-28,7,5,1.4,1.4,2.0981,0.7623,0.0,2,persistent
NTRP,2024-07-11,32,65,0.492308,0.491484,23.8889,0.3333,0.001674,3,persistent
NTRP,2025-02-20,23,16,1.4375,1.436451,1.0,1.0,0.00073,8,persistent
NUKK,2024-01-18,20,13,1.538462,1.540541,0.7874,0.7874,0.00135,1,persistent
NUKK,2024-10-24,3,28,0.107143,0.106299,26.5062,0.2924,0.007905,1,persistent
NURO,2023-12-12,13,9,1.444444,1.444934,2.0,1.0,0.000339,5,bad-open-print
NUTX,2024-07-03,3,29,0.103448,0.103174,0.0019,0.0086,0.002657,1,persistent
NUVB WS,2023-07-31,10,7,1.428571,1.428571,2.13,1.02,0.0,3,persistent
NUVO,2024-08-08,80,31,2.580645,2.581332,2.449,2.0408,0.000266,13,persistent
NUWE,2022-12-12,1,80,0.0125,0.011853,0.0105,0.0498,0.053182,3,persistent
NUWE,2024-06-28,1,35,0.028571,0.026971,0.5529,0.1353,0.057643,1,persistent
NUWE,2025-07-07,1,35,0.028571,0.026967,0.0336,0.0997,0.057785,4,persistent
NVA,2025-10-29,22,5,4.4,4.407989,0.7091,3.0931,0.001814,1,persistent
NVAX,2024-05-10,11,30,0.366667,0.365904,4.9359,0.8521,0.002083,1,persistent
NVCN,2022-04-29,3,64,0.046875,0.046644,0.4313,0.8242,0.004951,1,persistent
NVD,2024-11-04,1,24,0.041667,0.041423,0.3229,0.0423,0.005869,3,persistent
NVDA,2024-06-10,10,1,10.0,10.010685,6.5656,4.0707,0.001068,3,persistent
NVDD,2025-09-29,1,10,0.1,0.101535,0.0056,0.0293,0.015237,3,persistent
NVDL,2024-03-13,100,17,5.882353,5.863269,9.7057,8.1688,0.00325,1,persistent
NVDQ,2024-07-16,27,80,0.3375,0.336397,0.1366,0.1764,0.003273,1,persistent
NVDQ,2025-10-29,1,19,0.052632,0.054002,0.7473,0.9403,0.025706,1,persistent
NVDS,2023-08-15,13,64,0.203125,0.203009,0.7796,0.4056,0.000569,1,persistent
NVDS,2024-04-03,1,5,0.2,0.19771,0.0417,0.0483,0.011516,1,persistent
NVDS,2025-10-21,1,3,0.333333,0.331773,0.0202,0.1785,0.004692,1,persistent
NVDX,2024-07-16,10,1,10.0,10.032548,5.3245,16.8906,0.003249,1,persistent
NVEE,2024-10-11,4,1,4.0,4.020273,2.543,1.873,0.005056,1,persistent
NVIV,2022-04-27,1,23,0.043478,0.043598,0.0046,0.307,0.002748,1,persistent
NVNI,2025-10-06,3,29,0.103448,0.102325,0.0143,0.0238,0.010919,3,persistent
NVNO,2026-01-20,1,35,0.028571,0.029173,4.2586,0.0371,0.020836,4,persistent
NVO,2023-09-20,2,1,2.0,1.975185,1.9514,1.4834,0.012485,1,persistent
NVOS,2023-11-07,3,31,0.096774,0.097317,0.3847,0.1363,0.005594,1,persistent
NVOX,2025-12-09,9,70,0.128571,0.128323,0.0197,0.0361,0.001931,1,persistent
NVVE,2025-12-15,1,50,0.02,0.021952,0.0676,0.0825,0.093135,3,persistent
NVVEW,2022-09-22,16,11,1.454545,1.454346,0.6667,0.6667,0.000137,10,persistent
NVX,2022-04-04,7,10,0.7,0.707397,0.9333,1.0,0.010512,32,persistent
NXGLW,2023-04-13,7,12,0.583333,0.583929,0.505,0.5,0.00102,3,persistent
NXL,2024-05-29,27,13,2.076923,2.076923,1.1111,1.6667,0.0,12,persistent
NXLIW,2024-06-04,70,17,4.117647,4.090909,0.2935,1.4797,0.006515,57,persistent
NXLIW,2024-06-21,31,64,0.484375,0.485714,1.4797,0.9864,0.002761,3,persistent
NXPL,2022-08-17,20,29,0.689655,0.68942,1.0,1.0,0.000341,61,persistent
NXPL,2026-04-13,1,10,0.1,0.099022,0.0892,0.0385,0.009824,3,persistent
NXPLW,2023-04-03,2,1,2.0,1.993908,1.084,2.71,0.003051,40,persistent
NXPLW,2025-01-14,31,14,2.214286,2.214286,1.0,1.0,0.0,8,persistent
NXPLW,2025-02-13,14,31,0.451613,0.451613,4.5233,0.6633,0.0,30,persistent
NXTD,2021-10-18,9,80,0.1125,0.112273,1.008,0.3137,0.002022,3,persistent
NXU,2025-03-31,1,18,0.055556,0.05446,0.1114,0.4455,0.019909,3,persistent
NYC,2023-01-12,4,31,0.129032,0.128862,0.5927,0.1713,0.00132,1,persistent
NYCB,2024-07-12,31,100,0.31,0.308984,0.5171,0.7253,0.003283,1,persistent
NYMT,2023-03-09,1,4,0.25,0.250784,0.3912,0.3741,0.00313,1,persistent
NYXH,2022-10-13,5,3,1.666667,1.662295,1.3986,1.3986,0.002626,78,persistent
OARK,2025-12-05,6,31,0.193548,0.195465,0.0078,0.0137,0.009855,4,persistent
OBCI,2022-06-22,11,23,0.478261,0.47884,15.0,0.1333,0.00121,1,persistent
OBLG,2023-01-04,1,18,0.055556,0.055072,4.1289,0.195,0.008746,1,persistent
OBLG,2024-08-26,3,100,0.03,0.029881,0.0032,0.0178,0.003988,3,persistent
OBSV,2022-07-27,65,16,4.0625,4.05,100.3906,26.9809,0.003082,1,persistent
OCEAW,2023-05-23,5,11,0.454545,0.454324,2.5714,0.5714,0.000487,35,persistent
OCFT,2022-12-12,3,29,0.103448,0.102027,0.2666,0.3066,0.013836,3,persistent
OCG,2026-04-27,9,32,0.28125,0.282981,6.225,0.5,0.006137,3,persistent
OCSL,2023-01-23,1,3,0.333333,0.335084,0.1409,0.3798,0.005237,3,persistent
OCX,2023-07-25,1,23,0.043478,0.043895,0.2191,0.2278,0.009539,1,persistent
ODC,2025-01-06,2,1,2.0,2.00435,2.259,1.8154,0.002173,3,persistent
ODFL,2024-03-28,2,1,2.0,1.970707,1.495,0.9768,0.014755,1,persistent
OEPWW,2022-05-11,29,17,1.705882,1.704545,1.0,2.0,0.000784,13,persistent
OESX,2025-08-25,2,23,0.086957,0.086386,1.9172,0.0237,0.006587,4,persistent
OFAL,2026-07-31,1,10,0.1,0.098761,0.001,0.1042,0.012463,1,persistent
OGEN,2023-01-23,1,50,0.02,0.018067,0.0368,0.0026,0.101621,3,persistent
OHPAW,2022-02-04,32,21,1.52381,1.522727,1.0,2.0,0.00071,77,persistent
OHPAW,2022-03-14,2,1,2.0,2.005495,1.8971,2.9412,0.002743,11,persistent
OHPAW,2022-05-05,31,22,1.409091,1.409132,0.9607,0.8821,2.9e-05,15,persistent
OILD,2022-12-02,1,10,0.1,0.099657,0.236,0.0162,0.003435,1,persistent
OILD,2026-02-24,3,31,0.096774,0.097363,0.0466,0.0738,0.006069,1,persistent
OKLS,2026-03-23,4,11,0.363636,0.364025,0.1266,0.1153,0.001069,3,persistent
OLB,2024-05-06,3,29,0.103448,0.102481,0.1876,0.0541,0.009398,3,persistent
OLOX,2026-05-08,3,31,0.096774,0.097918,0.251,0.1637,0.011755,1,persistent
OM,2025-03-20,1,17,0.058824,0.058608,0.2088,0.1895,0.003679,1,persistent
OMH,2025-03-10,7,40,0.175,0.174895,0.58,0.585,0.000598,59,persistent
OMIC,2024-06-26,1,30,0.033333,0.03389,0.1194,0.0498,0.016568,1,persistent
ONCT,2024-01-08,2,35,0.057143,0.057315,0.0735,0.0103,0.003016,3,persistent
ONE,2022-01-24,1,16,0.0625,0.062903,0.4545,0.0221,0.006431,3,persistent
OP,2022-12-22,2,27,0.074074,0.07387,10.5882,0.9239,0.002765,1,persistent
OPAD,2023-06-13,1,15,0.066667,0.066586,0.2633,0.354,0.001216,1,persistent
OPAD,2026-06-09,3,29,0.103448,0.103865,0.6235,0.2868,0.004024,1,persistent
OPEG,2026-02-04,20,13,1.538462,1.540334,0.8403,1.2605,0.001217,8,persistent
