symbol,ex_date,event,factor,source,verdict,measured_open,measured_close,persistence
CRKN,2024-06-25,REVERSE_SPLIT,0.006667,yahoo,drifted,0.0081,0.0094,persistent
CRKN,2025-01-30,REVERSE_SPLIT,0.006667,yahoo,drifted,0.0081,0.0091,persistent
CRMX,2026-03-10,REVERSE_SPLIT,0.333333,yahoo,drifted,0.3257,0.2621,persistent
CRSH,2025-12-02,REVERSE_SPLIT,0.1,yahoo,corroborated,0.1004,0.1005,persistent
CRTD,2024-01-24,REVERSE_SPLIT,0.002,yahoo,ex-date-absent,,,
CRTD,2026-02-24,REVERSE_SPLIT,0.05,yahoo,ex-date-absent,,,
CRVL,2024-12-26,FORWARD_SPLIT,3.0,yahoo,corroborated,2.9491,3.017,persistent
CRVO,2022-04-19,REVERSE_SPLIT,0.02,yahoo,ex-date-absent,,,
CRVO,2023-08-17,REVERSE_SPLIT,0.666666666667,yahoo,no-prev-bar,,,
CRWD,2026-07-02,FORWARD_SPLIT,4.0,yahoo,corroborated,3.9942,3.9895,persistent
CRWG,2026-05-05,REVERSE_SPLIT,0.1,yahoo,corroborated,0.0995,0.0958,persistent
CRWU,2026-08-24,REVERSE_SPLIT,0.1,yahoo,corroborated,0.1072,0.1039,persistent
CSAI,2026-07-31,REVERSE_SPLIT,0.033333,yahoo,corroborated,0.0372,0.035,persistent
CSM,2022-01-13,FORWARD_SPLIT,2.0,yahoo,ex-date-absent,,,
CSPI,2024-03-21,FORWARD_SPLIT,2.0,yahoo,corroborated,1.8645,2.0274,persistent
CSSEP,2024-03-19,FORWARD_SPLIT,1.5,inband,ex-date-absent,,,
CTAS,2024-09-12,FORWARD_SPLIT,4.0,yahoo,corroborated,3.9575,3.9853,persistent
CTCX,2023-11-27,FORWARD_SPLIT,1.5625,inband,not-corroborated,0.9311,0.9251,bad-open-print
CTEC,2025-09-02,REVERSE_SPLIT,0.2,yahoo,ex-date-absent,,,
CTEV,2024-09-23,REVERSE_SPLIT,0.025,yahoo,ex-date-absent,,,
CTHR,2024-05-17,REVERSE_SPLIT,0.1,inband,corroborated,0.1107,0.1094,persistent
CTK,2022-05-09,REVERSE_SPLIT,0.095238,inband,corroborated,0.0987,0.0814,persistent
CTNT,2024-10-24,REVERSE_SPLIT,0.0625,yahoo,corroborated,0.0675,0.0605,persistent
CTNT,2026-04-29,REVERSE_SPLIT,0.005,yahoo,drifted,0.0055,0.0068,persistent
CTO,2022-07-01,FORWARD_SPLIT,3.0,yahoo,corroborated,2.9931,2.9598,persistent
CTRM,2024-03-27,REVERSE_SPLIT,0.1,yahoo,corroborated,0.1072,0.1022,persistent
CTXR,2024-11-26,REVERSE_SPLIT,0.04,yahoo,corroborated,0.0222,0.0324,persistent
CUE,2026-04-24,REVERSE_SPLIT,0.033333,yahoo,corroborated,0.0446,0.0325,persistent
CUEN,2023-03-24,REVERSE_SPLIT,0.076923,yahoo,corroborated,0.0926,0.0893,persistent
CUPR,2026-05-27,REVERSE_SPLIT,0.125,yahoo,corroborated,0.1095,0.1095,persistent
CURX,2026-08-20,REVERSE_SPLIT,0.05,yahoo,corroborated,0.0473,0.0523,persistent
CVKD,2024-08-20,REVERSE_SPLIT,0.066667,yahoo,corroborated,0.0679,0.0554,persistent
CVLG,2025-01-01,FORWARD_SPLIT,2.0,yahoo,ex-date-absent,,,
CVLG,2025-01-02,FORWARD_SPLIT,2.0,yahoo,corroborated,1.9566,2.0271,persistent
CVM,2025-05-20,REVERSE_SPLIT,0.033333,yahoo,corroborated,0.0317,0.0385,persistent
CVNA,2026-05-08,FORWARD_SPLIT,5.0,yahoo,corroborated,4.9397,5.1324,persistent
CWBR,2022-09-23,REVERSE_SPLIT,0.043478,inband,corroborated,0.044,0.0441,persistent
CWD,2025-05-02,REVERSE_SPLIT,0.05,yahoo,corroborated,0.0506,0.0506,persistent
CWEB,2022-05-31,REVERSE_SPLIT,0.1,yahoo,corroborated,0.0904,0.0913,persistent
CWVX,2025-12-02,REVERSE_SPLIT,0.2,yahoo,corroborated,0.1946,0.2057,persistent
CXAI,2026-08-18,REVERSE_SPLIT,0.02,yahoo,corroborated,0.0205,0.0209,persistent
CXT,2023-04-04,FORWARD_SPLIT,2.879,yahoo,no-prev-bar,,,
CYBN,2024-09-19,REVERSE_SPLIT,0.028571,inband,drifted,0.0275,0.0228,persistent
CYCC,2025-05-12,REVERSE_SPLIT,0.061538,inband,corroborated,0.0687,0.0714,persistent
CYCC,2025-07-07,REVERSE_SPLIT,0.055556,inband,drifted,0.0511,0.07,persistent
CYCN,2023-05-16,REVERSE_SPLIT,0.05,yahoo,drifted,0.0402,0.0361,persistent
CYCU,2025-10-27,REVERSE_SPLIT,0.033333,yahoo,corroborated,0.0364,0.0409,persistent
CYCU,2025-12-15,FORWARD_SPLIT,1.018,yahoo,corroborated,1.0463,1.0401,persistent
CYCU,2026-08-28,REVERSE_SPLIT,0.125,yahoo,corroborated,0.1243,0.1261,persistent
CYN,2024-07-05,REVERSE_SPLIT,0.01,yahoo,drifted,0.0114,0.0128,persistent
CYN,2025-02-18,REVERSE_SPLIT,0.006667,yahoo,not-corroborated,0.0097,0.0108,persistent
CYPH,2023-06-21,REVERSE_SPLIT,0.1,yahoo,ex-date-absent,,,
CYRN,2022-02-09,REVERSE_SPLIT,0.05,inband,corroborated,0.0597,0.055,persistent
CYTO,2022-10-25,REVERSE_SPLIT,0.05,inband,corroborated,0.05,0.048,persistent
CYTO,2023-12-13,REVERSE_SPLIT,0.057143,inband,corroborated,0.0535,0.053,persistent
CZFS,2022-06-09,FORWARD_SPLIT,1.01,yahoo,ex-date-absent,,,
CZFS,2023-06-08,FORWARD_SPLIT,1.01,yahoo,corroborated,1.0338,0.9971,persistent
CZFS,2024-06-14,FORWARD_SPLIT,1.01,yahoo,corroborated,0.9993,0.9991,persistent
CZOO,2023-02-09,REVERSE_SPLIT,0.058824,inband,corroborated,0.051,0.0645,persistent
CZOO,2023-12-06,REVERSE_SPLIT,0.0125,inband,corroborated,0.0107,0.0115,persistent
DAIC,2026-06-01,REVERSE_SPLIT,0.04,yahoo,drifted,0.0294,0.0294,persistent
DARE,2024-07-01,REVERSE_SPLIT,0.083333,yahoo,corroborated,0.092,0.1009,persistent
DATS,2023-09-20,REVERSE_SPLIT,0.1,inband,corroborated,0.1015,0.1185,persistent
DAVE,2023-01-06,REVERSE_SPLIT,0.03125,yahoo,corroborated,0.0326,0.0343,persistent
DBD,2023-08-14,REVERSE_SPLIT,0.01,inband,corroborated,0.0104,0.012,persistent
DBGI,2022-11-04,REVERSE_SPLIT,0.01,yahoo,corroborated,0.0092,0.0094,persistent
DBGI,2023-08-22,REVERSE_SPLIT,0.04,yahoo,drifted,0.0549,0.0608,persistent
DBGI,2024-12-13,REVERSE_SPLIT,0.02,yahoo,corroborated,0.0201,0.0203,persistent
DBGI,2025-08-20,REVERSE_SPLIT,0.2125,inband,corroborated,0.2266,0.2019,persistent
DBGI,2026-07-24,REVERSE_SPLIT,0.025,yahoo,drifted,0.0328,0.039,persistent
DBRG,2022-08-23,REVERSE_SPLIT,0.25,yahoo,corroborated,0.2391,0.2501,persistent
DBVT,2024-06-07,REVERSE_SPLIT,0.5,yahoo,corroborated,0.549,0.5333,persistent
DBVT,2024-11-29,REVERSE_SPLIT,0.2,inband,corroborated,0.1745,0.1697,persistent
DCOY,2022-10-17,REVERSE_SPLIT,0.04,yahoo,ex-date-absent,,,
DCOY,2024-06-17,REVERSE_SPLIT,0.125,yahoo,ex-date-absent,,,
DCOY,2025-08-18,REVERSE_SPLIT,0.0666666666667,yahoo,ex-date-absent,,,
DCOY,2026-03-09,REVERSE_SPLIT,0.0833333333333,yahoo,ex-date-absent,,,
DCX,2024-07-08,REVERSE_SPLIT,0.0333333333333,yahoo,ex-date-absent,,,
DCX,2025-11-03,REVERSE_SPLIT,0.01,yahoo,ex-date-absent,,,
DCX,2026-01-22,REVERSE_SPLIT,0.083333,yahoo,corroborated,0.0768,0.0709,persistent
DD,2025-11-03,FORWARD_SPLIT,2.39,yahoo,corroborated,2.438,2.3537,persistent
DD,2026-06-24,REVERSE_SPLIT,0.333333,yahoo,corroborated,0.3224,0.3386,persistent
DDC,2025-04-21,REVERSE_SPLIT,0.04,yahoo,ex-date-absent,,,
DDM,2025-11-20,FORWARD_SPLIT,2.0,yahoo,corroborated,1.9564,2.0314,persistent
DEA,2025-04-28,REVERSE_SPLIT,0.4,yahoo,corroborated,0.3866,0.3912,persistent
DECK,2024-09-17,FORWARD_SPLIT,6.0,yahoo,corroborated,5.9981,6.0456,persistent
DELL,2021-11-02,FORWARD_SPLIT,1.973,yahoo,corroborated,1.9705,2.0419,persistent
DEVS,2025-08-08,REVERSE_SPLIT,0.111111,inband,corroborated,0.1037,0.0937,persistent
DFDV,2024-12-30,REVERSE_SPLIT,0.125,yahoo,ex-date-absent,,,
DFDV,2025-05-21,FORWARD_SPLIT,7.0,yahoo,drifted,5.8133,5.1007,persistent
DFFN,2022-04-19,REVERSE_SPLIT,0.028571,inband,drifted,0.0217,0.0207,persistent
DFLI,2024-11-22,REVERSE_SPLIT,0.111111,yahoo,drifted,0.1076,0.0883,persistent
DFLI,2025-12-18,REVERSE_SPLIT,0.1,yahoo,corroborated,0.1034,0.1238,persistent
DFNS,2023-12-26,FORWARD_SPLIT,1.4,yahoo,ex-date-absent,,,
DFNS,2024-10-24,REVERSE_SPLIT,0.125,yahoo,ex-date-absent,,,
DFNS,2026-07-20,REVERSE_SPLIT,0.008,yahoo,corroborated,0.009,0.01,persistent
DFSC,2022-10-28,REVERSE_SPLIT,0.0142857142857,yahoo,ex-date-absent,,,
DFSC,2024-10-23,REVERSE_SPLIT,0.1,yahoo,ex-date-absent,,,
DFSC,2025-04-23,REVERSE_SPLIT,0.047619047619,yahoo,ex-date-absent,,,
DFTX,2022-08-29,REVERSE_SPLIT,0.0666666666667,yahoo,ex-date-absent,,,
DGLY,2023-02-08,REVERSE_SPLIT,0.05,inband,corroborated,0.0545,0.0529,persistent
DGNX,2025-09-09,FORWARD_SPLIT,8.0,yahoo,corroborated,8.556,8.0819,persistent
DGNX,2026-04-28,REVERSE_SPLIT,0.125,yahoo,drifted,0.1006,0.168,persistent
DGXX,2021-10-28,REVERSE_SPLIT,0.333333333333,yahoo,ex-date-absent,,,
DHAI,2025-10-20,REVERSE_SPLIT,0.04,yahoo,ex-date-absent,,,
DHR,2023-10-02,FORWARD_SPLIT,1.128,yahoo,corroborated,1.1328,1.1608,persistent
DIG,2022-05-27,FORWARD_SPLIT,4.0,yahoo,corroborated,3.5751,3.4935,persistent
DIPS,2025-12-02,REVERSE_SPLIT,0.1,yahoo,ex-date-absent,,,
DIT,2026-03-23,FORWARD_SPLIT,1.5,yahoo,corroborated,1.4137,1.4137,persistent
DJTU,2026-07-13,REVERSE_SPLIT,0.1,yahoo,corroborated,0.1038,0.1038,persistent
DKI,2026-05-11,REVERSE_SPLIT,0.064516,inband,corroborated,0.0697,0.0596,persistent
DKNX,2026-03-20,REVERSE_SPLIT,0.2,yahoo,corroborated,0.2317,0.2317,persistent
DLLL,2026-06-26,FORWARD_SPLIT,8.0,yahoo,corroborated,8.5366,8.6388,persistent
DLN,2021-12-23,FORWARD_SPLIT,2.0,yahoo,corroborated,1.9829,1.9838,persistent
DLPN,2024-10-16,REVERSE_SPLIT,0.5,yahoo,corroborated,0.5379,0.4965,persistent
DM,2024-06-11,REVERSE_SPLIT,0.1,inband,corroborated,0.0936,0.1102,persistent
DMRA,2024-08-30,REVERSE_SPLIT,0.04,yahoo,ex-date-absent,,,
DNA,2024-08-20,REVERSE_SPLIT,0.025,yahoo,corroborated,0.0251,0.0304,persistent
DNMR,2024-11-13,REVERSE_SPLIT,0.032258,inband,drifted,0.0357,0.0238,persistent
DOGZ,2023-11-07,REVERSE_SPLIT,0.05,yahoo,corroborated,0.062,0.0618,persistent
DOMA,2023-06-30,REVERSE_SPLIT,0.0375,inband,corroborated,0.0408,0.0364,persistent
DOMH,2022-06-07,REVERSE_SPLIT,0.0588235294118,yahoo,ex-date-absent,,,
DOUG,2023-06-21,FORWARD_SPLIT,1.05,yahoo,corroborated,1.05,1.0548,persistent
DOYU,2024-03-28,REVERSE_SPLIT,0.1,yahoo,corroborated,0.103,0.1062,persistent
DPRO,2024-09-05,REVERSE_SPLIT,0.04,yahoo,corroborated,0.0404,0.0495,persistent
DPST,2021-10-25,FORWARD_SPLIT,5.0,yahoo,corroborated,4.9352,4.9643,persistent
DPST,2023-06-05,REVERSE_SPLIT,0.1,yahoo,corroborated,0.1008,0.1085,persistent
DPU,2025-05-05,REVERSE_SPLIT,0.04,yahoo,ex-date-absent,,,
DPU,2025-09-08,REVERSE_SPLIT,0.04,yahoo,ex-date-absent,,,
DRAY,2025-07-15,REVERSE_SPLIT,0.203125,inband,ex-date-absent,,,
DRCT,2026-01-12,REVERSE_SPLIT,0.018182,yahoo,corroborated,0.0192,0.0205,persistent
DRCT,2026-04-27,REVERSE_SPLIT,0.25,yahoo,ex-date-absent,,,
DRIO,2025-08-28,REVERSE_SPLIT,0.05,yahoo,corroborated,0.0521,0.0484,persistent
DRIP,2022-03-28,REVERSE_SPLIT,0.1,yahoo,corroborated,0.0949,0.0934,persistent
DRIP,2026-07-15,REVERSE_SPLIT,0.1,yahoo,corroborated,0.1005,0.099,persistent
DRMA,2023-03-14,REVERSE_SPLIT,0.0625,yahoo,corroborated,0.0767,0.0753,persistent
DRMA,2024-05-16,REVERSE_SPLIT,0.066667,yahoo,corroborated,0.0643,0.0655,persistent
DRMA,2025-08-01,REVERSE_SPLIT,0.1,yahoo,ex-date-absent,,,
DRMY,2026-07-22,FORWARD_SPLIT,1.421053,inband,ex-date-absent,,,
DRRX,2022-12-06,REVERSE_SPLIT,0.105263,inband,corroborated,0.1016,0.1074,persistent
DRUG,2023-07-14,REVERSE_SPLIT,0.2,yahoo,corroborated,0.1251,0.172,persistent
DRV,2021-10-25,REVERSE_SPLIT,0.1,yahoo,corroborated,0.0981,0.0981,persistent
DSGR,2023-09-01,FORWARD_SPLIT,2.0,yahoo,corroborated,1.9833,2.0856,persistent
DSS,2023-04-27,FORWARD_SPLIT,1.077,yahoo,corroborated,1.0798,1.0952,persistent
DSS,2024-01-05,REVERSE_SPLIT,0.05,yahoo,corroborated,0.0552,0.0564,persistent
DSY,2026-02-23,REVERSE_SPLIT,0.05,yahoo,ex-date-absent,,,
DTD,2021-12-23,FORWARD_SPLIT,2.0,yahoo,ex-date-absent,,,
DTIL,2024-02-14,REVERSE_SPLIT,0.033333,yahoo,corroborated,0.0321,0.0311,persistent
DTSS,2024-01-23,REVERSE_SPLIT,0.066667,yahoo,corroborated,0.0683,0.0628,persistent
DUG,2022-01-13,REVERSE_SPLIT,0.2,yahoo,ex-date-absent,,,
DUG,2024-11-07,REVERSE_SPLIT,0.25,yahoo,corroborated,0.2451,0.2405,persistent
DULL,2026-02-24,REVERSE_SPLIT,0.02,yahoo,ex-date-absent,,,
DUO,2022-06-07,REVERSE_SPLIT,0.066667,yahoo,corroborated,0.0717,0.0717,persistent
DUO,2023-08-04,REVERSE_SPLIT,0.066667,yahoo,corroborated,0.0753,0.0767,persistent
DUO,2025-06-09,REVERSE_SPLIT,0.0625,yahoo,corroborated,0.0628,0.0724,persistent
DUOG,2026-05-05,REVERSE_SPLIT,0.1,yahoo,drifted,0.1111,0.1288,persistent
DUST,2024-11-04,REVERSE_SPLIT,0.1,yahoo,corroborated,0.1016,0.1,persistent
DUST,2026-03-05,REVERSE_SPLIT,0.1,yahoo,corroborated,0.0954,0.0929,persistent
DVLT,2023-01-27,REVERSE_SPLIT,0.01,yahoo,ex-date-absent,,,
DVLT,2024-04-15,REVERSE_SPLIT,0.00666666666667,yahoo,ex-date-absent,,,
DWTX,2024-10-09,REVERSE_SPLIT,0.04,yahoo,no-prev-bar,,,
DXCM,2022-06-13,FORWARD_SPLIT,4.0,yahoo,corroborated,4.1401,4.3175,persistent
DXD,2022-01-13,REVERSE_SPLIT,0.2,yahoo,corroborated,0.2018,0.1978,persistent
DXF,2023-07-25,REVERSE_SPLIT,0.092308,inband,corroborated,0.0876,0.0937,persistent
DXST,2026-03-16,REVERSE_SPLIT,0.04,yahoo,corroborated,0.034,0.0358,persistent
DYNT,2023-02-02,REVERSE_SPLIT,0.2,inband,corroborated,0.177,0.1721,persistent
EAF,2025-08-29,REVERSE_SPLIT,0.1,yahoo,corroborated,0.1026,0.1022,persistent
EAR,2023-01-18,REVERSE_SPLIT,0.046875,inband,corroborated,0.0479,0.0503,persistent
EBET,2023-10-02,REVERSE_SPLIT,0.033333,yahoo,corroborated,0.0337,0.0384,persistent
EBON,2022-11-22,REVERSE_SPLIT,0.033333,yahoo,corroborated,0.0401,0.0358,persistent
ECDA,2025-09-18,REVERSE_SPLIT,0.025,inband,corroborated,0.0232,0.023,persistent
ECOR,2023-02-15,REVERSE_SPLIT,0.0666666666667,yahoo,ex-date-absent,,,
EDBL,2023-01-26,REVERSE_SPLIT,0.033333,yahoo,corroborated,0.03,0.039,persistent
EDBL,2024-04-05,REVERSE_SPLIT,0.05,yahoo,corroborated,0.0515,0.0523,persistent
EDBL,2025-03-03,REVERSE_SPLIT,0.04,yahoo,drifted,0.0435,0.0529,persistent
EDBL,2026-02-03,REVERSE_SPLIT,0.1,yahoo,drifted,0.09,0.1391,persistent
EDBL,2026-07-13,REVERSE_SPLIT,0.022222,yahoo,corroborated,0.0223,0.0235,persistent
EDHL,2026-02-09,REVERSE_SPLIT,0.0625,yahoo,drifted,0.0667,0.0479,persistent
EDSA,2023-10-11,REVERSE_SPLIT,0.142857,yahoo,corroborated,0.1723,0.1723,persistent
EDU,2022-04-07,REVERSE_SPLIT,0.1,yahoo,not-corroborated,1.0161,1.0588,persistent
EDU,2022-04-08,REVERSE_SPLIT,0.1,yahoo,corroborated,0.1044,0.0989,persistent
EDUT,2022-12-20,REVERSE_SPLIT,0.333333,inband,ex-date-absent,,,
EDVA,2025-03-28,REVERSE_SPLIT,0.025,yahoo,ex-date-absent,,,
EDVA,2026-07-27,REVERSE_SPLIT,0.25,yahoo,ex-date-absent,,,
EDZ,2025-09-29,REVERSE_SPLIT,0.1,yahoo,corroborated,0.1025,0.1021,persistent
EEIQ,2026-02-17,REVERSE_SPLIT,0.0625,yahoo,drifted,0.0513,0.0446,persistent
EEMX,2023-01-12,FORWARD_SPLIT,2.0,yahoo,ex-date-absent,,,
EEV,2025-11-20,REVERSE_SPLIT,0.5,yahoo,ex-date-absent,,,
EFAX,2023-01-12,FORWARD_SPLIT,2.0,yahoo,corroborated,1.8872,1.8872,persistent
EFAX,2023-01-18,FORWARD_SPLIT,1.9375,inband,ex-date-absent,,,
EFOI,2023-06-20,REVERSE_SPLIT,0.142857,yahoo,corroborated,0.1654,0.1621,persistent
EFSH,2024-01-08,REVERSE_SPLIT,0.2,inband,corroborated,0.2328,0.2101,persistent
EFTR,2024-01-12,REVERSE_SPLIT,0.04,yahoo,corroborated,0.0405,0.0361,persistent
EFU,2024-11-07,REVERSE_SPLIT,0.5,yahoo,corroborated,0.5218,0.5324,persistent
EFZ,2026-05-28,REVERSE_SPLIT,0.5,yahoo,ex-date-absent,,,
EGIO,2024-03-01,REVERSE_SPLIT,0.028571,inband,drifted,0.0289,0.0192,persistent
EHC,2022-07-01,FORWARD_SPLIT,1.257,yahoo,corroborated,1.2514,1.2043,persistent
EHGO,2026-04-20,REVERSE_SPLIT,0.0625,yahoo,corroborated,0.0652,0.0652,persistent
EIGR,2024-01-08,REVERSE_SPLIT,0.03125,inband,corroborated,0.0301,0.0301,persistent
EJH,2022-10-04,REVERSE_SPLIT,0.05,yahoo,corroborated,0.0524,0.0546,persistent
EJH,2023-04-13,REVERSE_SPLIT,0.1,yahoo,corroborated,0.0982,0.0977,persistent
EJH,2023-09-25,REVERSE_SPLIT,0.1,yahoo,corroborated,0.0948,0.0968,persistent
EJH,2024-02-14,REVERSE_SPLIT,0.2,yahoo,corroborated,0.2081,0.2282,persistent
EJH,2024-09-24,REVERSE_SPLIT,0.1,yahoo,corroborated,0.1014,0.0884,persistent
EJH,2025-05-30,REVERSE_SPLIT,0.02,yahoo,corroborated,0.0237,0.0242,persistent
EJH,2026-03-30,REVERSE_SPLIT,0.04,yahoo,corroborated,0.0418,0.0405,persistent
EKSO,2025-06-02,REVERSE_SPLIT,0.066667,inband,corroborated,0.0646,0.0606,persistent
ELAB,2024-11-27,REVERSE_SPLIT,0.005,yahoo,corroborated,0.0057,0.0053,persistent
ELAB,2025-03-10,REVERSE_SPLIT,0.142857,yahoo,corroborated,0.1261,0.1454,persistent
ELAB,2025-09-02,REVERSE_SPLIT,0.285,yahoo,corroborated,0.317,0.3522,persistent
ELAB,2026-01-06,REVERSE_SPLIT,0.25,yahoo,corroborated,0.1706,0.2849,persistent
ELAB,2026-03-10,REVERSE_SPLIT,0.166667,yahoo,corroborated,0.1259,0.1517,persistent
ELAB,2026-08-21,REVERSE_SPLIT,0.1,yahoo,corroborated,0.0898,0.091,persistent
ELBM,2022-04-13,REVERSE_SPLIT,0.0555555555556,yahoo,ex-date-absent,,,
ELBM,2025-01-02,REVERSE_SPLIT,0.25,yahoo,corroborated,0.302,0.2945,persistent
ELE,2025-09-16,REVERSE_SPLIT,0.1,yahoo,ex-date-absent,,,
ELME,2026-01-08,FORWARD_SPLIT,4.8,inband,drifted,6.4185,6.2563,persistent
ELPW,2025-12-26,REVERSE_SPLIT,0.0625,yahoo,ex-date-absent,,,
ELPW,2026-03-12,REVERSE_SPLIT,0.0125,yahoo,corroborated,0.0129,0.0146,persistent
ELPW,2026-08-10,REVERSE_SPLIT,0.022222,yahoo,corroborated,0.0215,0.0261,persistent
ELTX,2023-06-02,REVERSE_SPLIT,0.1,yahoo,no-prev-bar,,,
ELVA,2023-06-16,REVERSE_SPLIT,0.2,yahoo,ex-date-absent,,,
ELWS,2024-05-16,REVERSE_SPLIT,0.2,inband,ex-date-absent,,,
EMBK,2022-08-17,REVERSE_SPLIT,0.06,inband,corroborated,0.0583,0.0627,persistent
EMBX,2025-10-06,REVERSE_SPLIT,0.113,yahoo,no-prev-bar,,,
EMKR,2024-04-02,REVERSE_SPLIT,0.103448,inband,corroborated,0.1015,0.0983,persistent
EMPD,2023-10-16,REVERSE_SPLIT,0.2,yahoo,ex-date-absent,,,
EMPD,2024-02-05,REVERSE_SPLIT,0.0222222222222,yahoo,ex-date-absent,,,
EMPD,2024-06-07,REVERSE_SPLIT,0.01,yahoo,ex-date-absent,,,
EMPD,2024-11-11,REVERSE_SPLIT,0.125,yahoo,ex-date-absent,,,
EMPD,2025-06-12,REVERSE_SPLIT,0.125,yahoo,ex-date-absent,,,
EMTY,2026-05-28,REVERSE_SPLIT,0.5,yahoo,corroborated,0.5105,0.5105,persistent
ENG,2023-12-01,REVERSE_SPLIT,0.115385,inband,ex-date-absent,,,
ENLV,2026-07-09,REVERSE_SPLIT,0.066667,yahoo,corroborated,0.066,0.0666,persistent
ENOV,2022-04-05,REVERSE_SPLIT,0.581,yahoo,no-prev-bar,,,
ENSC,2022-10-28,REVERSE_SPLIT,0.05,yahoo,corroborated,0.0616,0.0533,persistent
ENSC,2023-03-31,REVERSE_SPLIT,0.083333,yahoo,drifted,0.1,0.1146,persistent
ENSC,2024-12-06,REVERSE_SPLIT,0.066667,yahoo,corroborated,0.0625,0.0586,persistent
ENSV,2023-03-13,FORWARD_SPLIT,1.444444,inband,drifted,1.1624,1.1442,persistent
ENTO,2025-08-18,REVERSE_SPLIT,0.333333,inband,corroborated,0.3547,0.2837,persistent
ENVB,2022-07-15,REVERSE_SPLIT,0.02,yahoo,corroborated,0.0221,0.0211,persistent
ENVB,2025-01-27,REVERSE_SPLIT,0.066667,yahoo,not-corroborated,1.0162,1.0162,persistent
ENVB,2025-01-29,REVERSE_SPLIT,0.066667,yahoo,corroborated,0.0637,0.0637,persistent
ENVB,2025-10-28,REVERSE_SPLIT,0.083333,yahoo,corroborated,0.0863,0.0878,persistent
EOSU,2026-04-15,REVERSE_SPLIT,0.04,yahoo,drifted,0.0371,0.03,persistent
EP,2022-03-08,REVERSE_SPLIT,0.25,yahoo,no-prev-bar,,,
EPV,2024-11-07,REVERSE_SPLIT,0.2,yahoo,corroborated,0.2062,0.2053,persistent
EQC,2024-12-09,FORWARD_SPLIT,11.666667,inband,corroborated,14.461,13.5933,persistent
EQL,2025-04-01,FORWARD_SPLIT,3.0,yahoo,corroborated,3.0206,2.9983,persistent
ERNA,2022-10-17,REVERSE_SPLIT,0.05,yahoo,no-prev-bar,,,
ERNA,2025-06-12,REVERSE_SPLIT,0.066667,yahoo,corroborated,0.0631,0.0669,persistent
ERNA,2026-05-04,REVERSE_SPLIT,0.04,yahoo,corroborated,0.043,0.0455,persistent
ERY,2022-05-31,REVERSE_SPLIT,0.1,yahoo,corroborated,0.1042,0.0969,persistent
ESGC,2022-02-08,REVERSE_SPLIT,0.04,inband,not-corroborated,0.0569,0.0646,persistent
ESSC,2025-10-01,REVERSE_SPLIT,0.28,inband,ex-date-absent,,,
ETAO,2024-03-26,REVERSE_SPLIT,0.055556,inband,corroborated,0.0547,0.0547,persistent
ETH,2024-11-20,REVERSE_SPLIT,0.1,yahoo,corroborated,0.0986,0.1007,persistent
ETHD,2025-11-20,REVERSE_SPLIT,0.1,yahoo,corroborated,0.1018,0.0929,persistent
ETHT,2025-06-12,REVERSE_SPLIT,0.2,yahoo,corroborated,0.2165,0.2185,persistent
ETHU,2025-04-09,REVERSE_SPLIT,0.05,yahoo,corroborated,0.0491,0.0405,persistent
ETHZ,2025-10-20,REVERSE_SPLIT,0.1,inband,corroborated,0.0945,0.1003,persistent
ETQ,2025-10-29,REVERSE_SPLIT,0.05,inband,corroborated,0.0474,0.0475,persistent
ETR,2024-12-13,FORWARD_SPLIT,2.0,yahoo,corroborated,2.0053,1.9972,persistent
EU,2022-09-14,REVERSE_SPLIT,0.333333333333,yahoo,ex-date-absent,,,
EUDA,2026-03-23,REVERSE_SPLIT,0.05,yahoo,corroborated,0.0513,0.0513,persistent
EUM,2024-11-07,REVERSE_SPLIT,0.5,yahoo,corroborated,0.5093,0.5114,persistent
EVAV,2023-06-05,REVERSE_SPLIT,0.096774,inband,ex-date-absent,,,
EVAX,2024-01-22,REVERSE_SPLIT,0.1,yahoo,not-corroborated,0.161,0.2054,persistent
EVAX,2025-01-14,REVERSE_SPLIT,0.2,yahoo,corroborated,0.2288,0.1957,persistent
EVFM,2022-05-06,REVERSE_SPLIT,0.066667,yahoo,corroborated,0.0792,0.0775,persistent
EVFM,2023-05-18,REVERSE_SPLIT,0.008,yahoo,ex-date-absent,,,
EVGN,2024-07-25,REVERSE_SPLIT,0.1,yahoo,corroborated,0.1188,0.1172,persistent
EVLO,2023-06-30,REVERSE_SPLIT,0.05,yahoo,corroborated,0.0374,0.0537,persistent
EVO,2021-10-20,FORWARD_SPLIT,4.0,yahoo,ex-date-absent,,,
EVOK,2022-05-23,REVERSE_SPLIT,0.148148,inband,drifted,0.1214,0.0956,persistent
EVOK,2024-08-01,REVERSE_SPLIT,0.096774,inband,ex-date-absent,,,
EVPF,2026-03-11,FORWARD_SPLIT,1.5,inband,ex-date-absent,,,
EVTL,2024-09-23,REVERSE_SPLIT,0.1,yahoo,corroborated,0.1015,0.1164,persistent
EVTV,2025-08-08,REVERSE_SPLIT,0.096774,inband,corroborated,0.0895,0.0923,persistent
EVX,2025-02-06,FORWARD_SPLIT,5.0,yahoo,ex-date-absent,,,
EWV,2024-11-07,REVERSE_SPLIT,0.25,yahoo,ex-date-absent,,,
EXC,2022-02-02,FORWARD_SPLIT,1.402,yahoo,corroborated,1.3975,1.3496,persistent
