symbol,ex_date,event,factor,source,verdict,measured_open,measured_close,persistence
EXLS,2023-08-02,FORWARD_SPLIT,5.0,yahoo,corroborated,5.073,5.0804,persistent
EXPR,2023-08-31,REVERSE_SPLIT,0.052632,inband,corroborated,0.0556,0.0496,persistent
EYEG,2023-12-13,REVERSE_SPLIT,0.055556,inband,ex-date-absent,,,
EYES,2022-08-19,REVERSE_SPLIT,0.380952,inband,corroborated,0.3569,0.4155,persistent
EYES,2026-05-06,REVERSE_SPLIT,0.17,inband,ex-date-absent,,,
EZGO,2024-04-12,REVERSE_SPLIT,0.025,yahoo,drifted,0.022,0.0188,persistent
EZGO,2025-11-21,REVERSE_SPLIT,0.04,yahoo,corroborated,0.0339,0.0391,persistent
EZGO,2026-05-19,REVERSE_SPLIT,0.006667,yahoo,corroborated,0.0061,0.0065,persistent
EZRA,2023-02-23,REVERSE_SPLIT,0.0666666666667,yahoo,ex-date-absent,,,
EZRA,2024-07-01,REVERSE_SPLIT,0.0588235294118,yahoo,ex-date-absent,,,
EZRA,2026-05-18,REVERSE_SPLIT,0.025,yahoo,corroborated,0.0256,0.0262,persistent
FABC,2023-09-18,REVERSE_SPLIT,0.125,yahoo,ex-date-absent,,,
FABC,2025-06-26,REVERSE_SPLIT,0.0625,yahoo,ex-date-absent,,,
FAMI,2022-05-31,REVERSE_SPLIT,0.04,yahoo,corroborated,0.044,0.0494,persistent
FAMI,2023-09-25,REVERSE_SPLIT,0.125,yahoo,ex-date-absent,,,
FAMI,2025-03-17,REVERSE_SPLIT,0.083333,yahoo,corroborated,0.0965,0.0872,persistent
FAST,2025-05-22,FORWARD_SPLIT,2.0,yahoo,corroborated,2.0027,2.0022,persistent
FATH,2023-09-29,REVERSE_SPLIT,0.05,inband,corroborated,0.0515,0.0522,persistent
FAX,2024-09-09,REVERSE_SPLIT,0.166667,yahoo,corroborated,0.1654,0.1649,persistent
FAZ,2025-09-29,REVERSE_SPLIT,0.1,yahoo,corroborated,0.1009,0.1009,persistent
FBDC,2025-08-04,REVERSE_SPLIT,0.2,yahoo,ex-date-absent,,,
FBIN,2022-12-15,FORWARD_SPLIT,1.17,yahoo,no-prev-bar,,,
FBIO,2023-10-10,REVERSE_SPLIT,0.066667,yahoo,corroborated,0.07,0.0699,persistent
FBL,2024-03-13,FORWARD_SPLIT,5.0,yahoo,corroborated,5.1495,5.0915,persistent
FBLG,2026-03-30,REVERSE_SPLIT,0.05,yahoo,not-corroborated,0.0489,0.0819,persistent
FBRX,2024-08-28,REVERSE_SPLIT,0.04,yahoo,ex-date-absent,,,
FBYD,2024-12-10,FORWARD_SPLIT,1.2,yahoo,drifted,0.7872,0.867,persistent
FCEL,2024-11-11,REVERSE_SPLIT,0.033333,yahoo,corroborated,0.0343,0.0375,persistent
FCHL,2026-03-23,REVERSE_SPLIT,0.0666666666667,yahoo,ex-date-absent,,,
FCHL,2026-05-04,REVERSE_SPLIT,0.033333,yahoo,corroborated,0.0328,0.0291,persistent
FCUV,2023-03-24,FORWARD_SPLIT,1.5,yahoo,corroborated,1.5567,1.4881,persistent
FCUV,2025-01-31,REVERSE_SPLIT,0.1,yahoo,not-corroborated,0.0954,0.0579,persistent
FCUV,2026-02-09,REVERSE_SPLIT,0.1,yahoo,corroborated,0.0717,0.114,persistent
FCUV,2026-06-23,REVERSE_SPLIT,0.25,yahoo,not-corroborated,0.2298,0.1323,persistent
FDX,2026-06-01,FORWARD_SPLIT,1.241,yahoo,corroborated,1.2669,1.2164,persistent
FEAM,2025-02-18,REVERSE_SPLIT,0.0434782608696,yahoo,ex-date-absent,,,
FEDU,2022-06-21,REVERSE_SPLIT,0.05,yahoo,corroborated,0.0484,0.042,persistent
FEED,2023-02-09,REVERSE_SPLIT,0.05,yahoo,ex-date-absent,,,
FEED,2025-03-14,REVERSE_SPLIT,0.0909090909091,yahoo,ex-date-absent,,,
FEED,2025-08-12,REVERSE_SPLIT,0.1,yahoo,ex-date-absent,,,
FEED,2026-09-01,REVERSE_SPLIT,0.083333,yahoo,corroborated,0.0854,0.0856,persistent
FEMY,2026-06-08,REVERSE_SPLIT,0.05,yahoo,corroborated,0.0496,0.0549,persistent
FENG,2022-05-23,REVERSE_SPLIT,0.166667,yahoo,corroborated,0.1845,0.1759,persistent
FFAI,2023-08-28,REVERSE_SPLIT,0.0125,yahoo,ex-date-absent,,,
FFAI,2024-03-01,REVERSE_SPLIT,0.333333333333,yahoo,ex-date-absent,,,
FFAI,2024-08-19,REVERSE_SPLIT,0.025,yahoo,ex-date-absent,,,
FFAI,2026-07-24,REVERSE_SPLIT,0.006667,yahoo,not-corroborated,0.0073,0.0111,persistent
FFIE,2023-08-28,REVERSE_SPLIT,0.014286,inband,corroborated,0.014,0.0162,persistent
FFIE,2024-08-19,REVERSE_SPLIT,0.025,inband,drifted,0.0263,0.0323,persistent
FGBI,2021-12-14,FORWARD_SPLIT,1.1,yahoo,corroborated,1.0806,1.0806,persistent
FGEN,2025-06-17,REVERSE_SPLIT,0.04,inband,corroborated,0.0397,0.0436,persistent
FGI,2025-07-31,REVERSE_SPLIT,0.2,yahoo,corroborated,0.2221,0.2221,persistent
FGL,2026-02-10,REVERSE_SPLIT,0.01,yahoo,not-corroborated,0.0089,0.0063,persistent
FGL,2026-09-01,REVERSE_SPLIT,0.01,yahoo,corroborated,0.0088,0.0093,persistent
FGMC,2025-02-11,REVERSE_SPLIT,0.484375,inband,corroborated,0.4923,0.5005,persistent
FGNX,2024-11-01,REVERSE_SPLIT,0.04,yahoo,ex-date-absent,,,
FGNX,2026-02-13,REVERSE_SPLIT,0.2,yahoo,corroborated,0.2048,0.1939,persistent
FIAT,2025-12-02,REVERSE_SPLIT,0.1,yahoo,corroborated,0.1017,0.1012,persistent
FIEE,2023-04-17,REVERSE_SPLIT,0.04,yahoo,ex-date-absent,,,
FIEE,2025-07-10,FORWARD_SPLIT,50.0,inband,corroborated,62.1514,46.8468,persistent
FIGG,2026-05-05,REVERSE_SPLIT,0.05,yahoo,ex-date-absent,,,
FIRY,2023-06-26,REVERSE_SPLIT,0.05,yahoo,ex-date-absent,,,
FISV,2025-11-11,FORWARD_SPLIT,1.8125,inband,corroborated,1.7967,1.7779,persistent
FIXX,2026-08-19,REVERSE_SPLIT,0.066667,inband,ex-date-absent,,,
FLAG,2025-06-20,REVERSE_SPLIT,0.296296,inband,ex-date-absent,,,
FLEX,2024-01-03,FORWARD_SPLIT,1.327,yahoo,corroborated,1.3273,1.2748,persistent
FLG,2024-07-12,REVERSE_SPLIT,0.333333333333,yahoo,ex-date-absent,,,
FLGC,2023-06-09,REVERSE_SPLIT,0.055556,inband,corroborated,0.0507,0.0486,persistent
FLGC,2025-08-04,REVERSE_SPLIT,0.028571,inband,corroborated,0.0346,0.0274,persistent
FLNT,2024-04-12,REVERSE_SPLIT,0.166667,yahoo,corroborated,0.1815,0.191,persistent
FLXN,2025-08-07,REVERSE_SPLIT,0.363636,inband,ex-date-absent,,,
FLYD,2024-03-25,REVERSE_SPLIT,0.1,yahoo,ex-date-absent,,,
FLYD,2024-03-27,REVERSE_SPLIT,0.103448,inband,ex-date-absent,,,
FLYD,2026-02-24,REVERSE_SPLIT,0.1,yahoo,ex-date-absent,,,
FLYD,2026-02-26,REVERSE_SPLIT,0.12,inband,ex-date-absent,,,
FLYE,2025-07-07,REVERSE_SPLIT,0.2,yahoo,corroborated,0.1912,0.1746,persistent
FLYE,2025-11-04,REVERSE_SPLIT,0.05,yahoo,drifted,0.0543,0.07,persistent
FLZH,2026-02-09,REVERSE_SPLIT,0.04,yahoo,ex-date-absent,,,
FNDA,2024-10-11,FORWARD_SPLIT,2.0,yahoo,corroborated,1.9962,1.9674,persistent
FNDB,2024-10-11,FORWARD_SPLIT,3.0,yahoo,corroborated,2.975,2.975,persistent
FNDX,2024-10-11,FORWARD_SPLIT,3.0,yahoo,corroborated,2.9862,2.9714,persistent
FNF,2022-12-01,FORWARD_SPLIT,1.04,yahoo,corroborated,1.0296,1.0472,persistent
FNF,2025-12-17,FORWARD_SPLIT,1.037,yahoo,corroborated,1.0323,1.0277,persistent
FNGD,2021-12-06,REVERSE_SPLIT,0.05,yahoo,corroborated,0.0493,0.054,persistent
FNGD,2024-03-25,REVERSE_SPLIT,0.1,yahoo,corroborated,0.0978,0.0999,persistent
FNGD,2026-02-09,REVERSE_SPLIT,0.1,yahoo,corroborated,0.1004,0.1053,persistent
FNGG,2023-02-13,REVERSE_SPLIT,0.1,yahoo,ex-date-absent,,,
FNGU,2022-10-31,REVERSE_SPLIT,0.107692,inband,corroborated,0.1033,0.1059,persistent
FNGU,2025-06-24,FORWARD_SPLIT,24.0,inband,corroborated,23.8458,23.5932,persistent
FNRN,2022-02-25,FORWARD_SPLIT,1.05,yahoo,ex-date-absent,,,
FNRN,2023-02-27,FORWARD_SPLIT,1.05,yahoo,ex-date-absent,,,
FNRN,2024-02-28,FORWARD_SPLIT,1.05,yahoo,ex-date-absent,,,
FNRN,2025-02-28,FORWARD_SPLIT,1.05,yahoo,ex-date-absent,,,
FNRN,2026-02-27,FORWARD_SPLIT,1.05,yahoo,ex-date-absent,,,
FNUC,2025-05-02,REVERSE_SPLIT,0.0769230769231,yahoo,ex-date-absent,,,
FOA,2024-07-26,REVERSE_SPLIT,0.1,yahoo,corroborated,0.1002,0.0967,persistent
FOXO,2023-11-07,REVERSE_SPLIT,0.1,yahoo,corroborated,0.0842,0.1127,persistent
FOXO,2025-04-29,REVERSE_SPLIT,0.1,yahoo,corroborated,0.0963,0.0884,persistent
FOXO,2025-07-28,REVERSE_SPLIT,0.502513,yahoo,corroborated,0.5419,0.5421,persistent
FOXO,2026-07-01,REVERSE_SPLIT,0.000333333333333,yahoo,ex-date-absent,,,
FRES,2024-07-10,REVERSE_SPLIT,0.1125,inband,corroborated,0.1104,0.1111,persistent
FRGT,2022-02-15,REVERSE_SPLIT,0.454,yahoo,ex-date-absent,,,
FRGT,2023-03-24,REVERSE_SPLIT,0.1,yahoo,corroborated,0.0934,0.1006,persistent
FRGT,2024-02-05,REVERSE_SPLIT,0.1,yahoo,corroborated,0.1114,0.119,persistent
FRGT,2024-09-25,REVERSE_SPLIT,0.04,yahoo,corroborated,0.0345,0.0385,persistent
FRGT,2025-05-27,REVERSE_SPLIT,0.25,yahoo,corroborated,0.2778,0.3014,persistent
FRGT,2025-12-15,REVERSE_SPLIT,0.2,yahoo,corroborated,0.2222,0.2469,persistent
FRGT,2026-05-18,REVERSE_SPLIT,0.2,yahoo,corroborated,0.1905,0.1905,persistent
FRLN,2023-05-12,REVERSE_SPLIT,0.064516,inband,ex-date-absent,,,
FRMM,2022-12-19,REVERSE_SPLIT,0.05,yahoo,ex-date-absent,,,
FRMM,2024-02-28,REVERSE_SPLIT,0.0526315789474,yahoo,ex-date-absent,,,
FRMM,2025-10-20,REVERSE_SPLIT,0.1,yahoo,ex-date-absent,,,
FRPH,2024-04-15,FORWARD_SPLIT,2.0,yahoo,corroborated,1.9655,2.0192,persistent
FRSX,2023-04-21,REVERSE_SPLIT,0.166667,yahoo,corroborated,0.155,0.1618,persistent
FRSX,2025-08-25,REVERSE_SPLIT,0.142857,yahoo,corroborated,0.1209,0.1325,persistent
FRSX,2026-02-26,REVERSE_SPLIT,0.333333333333,yahoo,ex-date-absent,,,
FSEA,2023-01-20,REVERSE_SPLIT,0.8358,yahoo,corroborated,0.9932,0.9788,persistent
FTAI,2022-08-02,FORWARD_SPLIT,1.171,yahoo,corroborated,1.1914,1.2711,persistent
FTCI,2024-12-02,REVERSE_SPLIT,0.1,yahoo,corroborated,0.0906,0.0916,persistent
FTEL,2025-09-23,REVERSE_SPLIT,0.064516,inband,corroborated,0.0259,0.0564,persistent
FTEL,2026-01-08,REVERSE_SPLIT,0.115385,inband,corroborated,0.119,0.1316,persistent
FTFT,2023-02-01,REVERSE_SPLIT,0.2125,inband,corroborated,0.2542,0.2542,persistent
FTFT,2025-04-04,REVERSE_SPLIT,0.1,yahoo,drifted,0.0898,0.0749,persistent
FTFT,2026-01-20,REVERSE_SPLIT,0.25,yahoo,corroborated,0.27,0.2925,persistent
FTFT,2026-07-13,REVERSE_SPLIT,0.25,yahoo,corroborated,0.2668,0.2726,persistent
FTFT,2026-08-31,REVERSE_SPLIT,0.25,yahoo,corroborated,0.2478,0.2917,persistent
FTH,2025-06-17,REVERSE_SPLIT,0.05,yahoo,ex-date-absent,,,
FTK,2023-09-26,REVERSE_SPLIT,0.166667,yahoo,corroborated,0.1866,0.1608,persistent
FTLF,2021-12-08,FORWARD_SPLIT,4.0,yahoo,ex-date-absent,,,
FTLF,2025-02-07,FORWARD_SPLIT,2.0,yahoo,corroborated,1.9687,1.9323,persistent
FTNT,2022-06-23,FORWARD_SPLIT,5.0,yahoo,corroborated,4.955,4.9035,persistent
FTRK,2026-08-28,REVERSE_SPLIT,0.05,yahoo,ex-date-absent,,,
FTV,2025-06-30,FORWARD_SPLIT,1.327,yahoo,corroborated,1.3769,1.3735,persistent
FUBO,2026-03-24,REVERSE_SPLIT,0.083333,yahoo,corroborated,0.0915,0.0915,persistent
FUV,2022-11-30,REVERSE_SPLIT,0.055556,inband,corroborated,0.052,0.0548,persistent
FVCB,2023-02-01,FORWARD_SPLIT,1.25,yahoo,corroborated,1.2319,1.2655,persistent
FWBI,2022-08-26,REVERSE_SPLIT,0.03125,inband,ex-date-absent,,,
FWBI,2023-01-18,REVERSE_SPLIT,0.136364,inband,corroborated,0.1382,0.1258,persistent
FWBI,2023-12-18,REVERSE_SPLIT,0.045455,inband,not-corroborated,0.058,0.0714,persistent
FWDI,2024-06-18,REVERSE_SPLIT,0.1,yahoo,ex-date-absent,,,
FWONA,2023-07-20,FORWARD_SPLIT,1.018,yahoo,corroborated,1.0219,1.0285,persistent
FWONK,2023-07-20,FORWARD_SPLIT,1.017,yahoo,corroborated,1.0106,1.0207,persistent
FXHO,2024-09-11,REVERSE_SPLIT,0.04,yahoo,ex-date-absent,,,
FXHO,2025-03-31,REVERSE_SPLIT,0.1,yahoo,ex-date-absent,,,
FXHO,2025-11-21,REVERSE_SPLIT,0.01,yahoo,ex-date-absent,,,
FXHO,2026-02-17,REVERSE_SPLIT,0.2,yahoo,ex-date-absent,,,
FXHO,2026-06-22,REVERSE_SPLIT,0.1,yahoo,ex-date-absent,,,
FXP,2025-11-20,REVERSE_SPLIT,0.5,yahoo,corroborated,0.4492,0.4495,persistent
GAB,2026-03-02,FORWARD_SPLIT,1.01,yahoo,corroborated,1.0164,1.0232,persistent
GAME,2023-04-11,REVERSE_SPLIT,0.25,yahoo,corroborated,0.2853,0.2751,persistent
GAME,2026-08-24,REVERSE_SPLIT,0.125,yahoo,corroborated,0.1346,0.1342,persistent
GBIO,2025-07-22,REVERSE_SPLIT,0.105263,inband,corroborated,0.1045,0.1029,persistent
GCBC,2023-03-24,FORWARD_SPLIT,2.0,yahoo,corroborated,2.0455,1.9326,persistent
GCTK,2024-05-20,REVERSE_SPLIT,0.2,yahoo,ex-date-absent,,,
GCTK,2025-02-04,REVERSE_SPLIT,0.05,yahoo,drifted,0.0339,0.0713,persistent
GCTK,2025-06-16,REVERSE_SPLIT,0.016667,yahoo,corroborated,0.0157,0.0151,persistent
GCTK,2026-08-31,REVERSE_SPLIT,0.066667,yahoo,corroborated,0.0678,0.0667,persistent
GDC,2022-11-09,REVERSE_SPLIT,0.0333333333333,yahoo,ex-date-absent,,,
GDC,2026-06-29,REVERSE_SPLIT,0.004,yahoo,corroborated,0.0037,0.0045,persistent
GDEV,2024-08-29,REVERSE_SPLIT,0.1,yahoo,ex-date-absent,,,
GDHG,2024-09-19,REVERSE_SPLIT,0.02,yahoo,drifted,0.0231,0.0271,persistent
GDHG,2025-05-09,REVERSE_SPLIT,0.04,yahoo,ex-date-absent,,,
GDHG,2025-08-28,REVERSE_SPLIT,0.066667,yahoo,corroborated,0.0771,0.0713,persistent
GDXD,2024-04-29,REVERSE_SPLIT,0.1,yahoo,corroborated,0.0999,0.1014,persistent
GDXD,2025-10-22,REVERSE_SPLIT,0.05,yahoo,corroborated,0.0459,0.0504,persistent
GDXD,2026-02-09,REVERSE_SPLIT,0.1,yahoo,corroborated,0.1072,0.1211,persistent
GDXU,2022-10-31,REVERSE_SPLIT,0.1,yahoo,corroborated,0.1039,0.1054,persistent
GE,2023-01-04,FORWARD_SPLIT,1.281,yahoo,corroborated,1.2422,1.2105,persistent
GE,2024-04-02,FORWARD_SPLIT,1.253,yahoo,corroborated,1.2389,1.285,persistent
GECC,2022-02-28,REVERSE_SPLIT,0.166666666667,yahoo,ex-date-absent,,,
GEHI,2023-11-01,FORWARD_SPLIT,1.692308,inband,corroborated,1.8453,1.6623,persistent
GEMG,2026-04-24,REVERSE_SPLIT,0.05,yahoo,ex-date-absent,,,
GENE,2023-12-14,REVERSE_SPLIT,0.193548,inband,corroborated,0.1895,0.1776,persistent
GEVX,2026-06-03,FORWARD_SPLIT,3.0,yahoo,corroborated,3.0067,3.0551,persistent
GFAI,2021-09-29,REVERSE_SPLIT,0.333333333333,yahoo,no-prev-bar,,,
GFAI,2023-02-10,REVERSE_SPLIT,0.025,yahoo,corroborated,0.0281,0.0285,persistent
GGB,2023-03-22,FORWARD_SPLIT,1.05,yahoo,corroborated,1.0614,1.0431,persistent
GGB,2024-04-18,FORWARD_SPLIT,1.2,yahoo,corroborated,1.1884,1.2017,persistent
GGLS,2026-07-15,REVERSE_SPLIT,0.1,yahoo,corroborated,0.0996,0.103,persistent
GGR,2025-10-06,REVERSE_SPLIT,0.05,yahoo,corroborated,0.0496,0.0496,persistent
GHI,2022-04-04,REVERSE_SPLIT,0.333333333333,yahoo,ex-date-absent,,,
GHI,2024-03-27,FORWARD_SPLIT,1.004,yahoo,corroborated,1.0227,1.0245,persistent
GHSI,2023-01-09,REVERSE_SPLIT,0.02,inband,corroborated,0.0186,0.0166,persistent
GIBO,2025-08-20,REVERSE_SPLIT,0.005,yahoo,corroborated,0.006,0.006,persistent
GIBO,2026-06-29,REVERSE_SPLIT,0.04,yahoo,ex-date-absent,,,
GIPR,2026-07-10,REVERSE_SPLIT,0.1,yahoo,corroborated,0.0967,0.0889,persistent
GLAD,2024-04-05,REVERSE_SPLIT,0.5,yahoo,corroborated,0.5057,0.4925,persistent
GLBL,2024-09-23,REVERSE_SPLIT,0.483871,inband,ex-date-absent,,,
GLDI,2022-09-27,REVERSE_SPLIT,0.05,yahoo,corroborated,0.0497,0.0497,persistent
GLDM,2022-02-23,REVERSE_SPLIT,0.5,yahoo,corroborated,0.5001,0.4979,persistent
GLG,2022-08-17,REVERSE_SPLIT,0.21,inband,corroborated,0.2208,0.2264,persistent
GLL,2025-06-13,REVERSE_SPLIT,0.5,yahoo,corroborated,0.5161,0.5131,persistent
GLL,2025-11-20,REVERSE_SPLIT,0.5,yahoo,corroborated,0.5,0.5002,persistent
GLMD,2023-05-15,REVERSE_SPLIT,0.066667,yahoo,corroborated,0.0864,0.0755,persistent
GLMD,2024-08-30,REVERSE_SPLIT,0.083333,yahoo,corroborated,0.0904,0.081,persistent
GLMD,2026-08-19,REVERSE_SPLIT,0.125,yahoo,corroborated,0.1115,0.1214,persistent
GLTO,2024-08-30,REVERSE_SPLIT,0.041667,inband,corroborated,0.0408,0.0398,persistent
GLXG,2025-09-08,REVERSE_SPLIT,0.1,yahoo,ex-date-absent,,,
GMBL,2023-02-22,REVERSE_SPLIT,0.01,yahoo,drifted,0.0122,0.0146,persistent
GMBL,2023-12-22,REVERSE_SPLIT,0.0025,yahoo,not-corroborated,0.0014,0.0015,persistent
GME,2022-07-22,FORWARD_SPLIT,4.0,yahoo,corroborated,4.1333,4.2893,persistent
GMEX,2025-09-23,REVERSE_SPLIT,0.0625,yahoo,ex-date-absent,,,
GMEX,2026-01-08,REVERSE_SPLIT,0.125,yahoo,ex-date-absent,,,
GMEX,2026-05-01,REVERSE_SPLIT,0.142857,yahoo,corroborated,0.1271,0.1428,persistent
GMEX,2026-07-02,REVERSE_SPLIT,0.111111,yahoo,corroborated,0.1016,0.1092,persistent
GMM,2024-11-26,REVERSE_SPLIT,0.068966,inband,corroborated,0.0613,0.0641,persistent
GMM,2026-06-11,REVERSE_SPLIT,0.02,yahoo,corroborated,0.0207,0.0214,persistent
GMRE,2025-09-22,REVERSE_SPLIT,0.193548,inband,corroborated,0.1956,0.1984,persistent
GMVD,2022-11-21,REVERSE_SPLIT,0.03,inband,drifted,0.0453,0.0453,persistent
GNLN,2022-08-10,REVERSE_SPLIT,0.05,yahoo,corroborated,0.0518,0.0434,persistent
GNLN,2023-06-07,REVERSE_SPLIT,0.1,yahoo,ex-date-absent,,,
GNLN,2024-08-05,REVERSE_SPLIT,0.090909,yahoo,drifted,0.1,0.1208,persistent
GNLN,2025-06-27,REVERSE_SPLIT,0.001333,yahoo,not-corroborated,0.0017,0.0023,persistent
GNLN,2026-04-06,REVERSE_SPLIT,0.125,yahoo,ex-date-absent,,,
GNOM,2025-09-02,REVERSE_SPLIT,0.25,yahoo,ex-date-absent,,,
GNPX,2024-02-02,REVERSE_SPLIT,0.025,yahoo,drifted,0.0317,0.0359,persistent
GNPX,2025-10-21,REVERSE_SPLIT,0.02,yahoo,drifted,0.0259,0.0264,persistent
GNPX,2026-07-16,REVERSE_SPLIT,0.0454545454545,yahoo,ex-date-absent,,,
GNS,2024-08-16,REVERSE_SPLIT,0.1,yahoo,corroborated,0.0965,0.1102,persistent
GNTA,2023-03-29,REVERSE_SPLIT,0.411765,inband,ex-date-absent,,,
GNUS,2023-02-13,REVERSE_SPLIT,0.1,inband,corroborated,0.1137,0.1222,persistent
GOCO,2022-11-18,REVERSE_SPLIT,0.0625,inband,drifted,0.0749,0.0846,persistent
GOEV,2025-01-21,FORWARD_SPLIT,4.444444,inband,corroborated,3.0559,3.5963,persistent
GOGL,2026-06-26,REVERSE_SPLIT,0.325,inband,ex-date-absent,,,
GOLD,2022-06-07,FORWARD_SPLIT,2.0,yahoo,not-corroborated,1.0,0.9889,bad-open-print
GOOG,2022-07-18,FORWARD_SPLIT,20.0,yahoo,corroborated,19.674,20.4989,persistent
GOOGL,2022-07-18,FORWARD_SPLIT,20.0,yahoo,corroborated,19.6902,20.4918,persistent
GORO,2026-07-10,REVERSE_SPLIT,0.25,yahoo,not-corroborated,1.0116,1.0156,bad-open-print
GORV,2025-07-14,REVERSE_SPLIT,0.037037,inband,corroborated,0.0353,0.0321,persistent
GOVX,2024-01-31,REVERSE_SPLIT,0.066667,yahoo,corroborated,0.0719,0.0748,persistent
GOVX,2026-01-12,REVERSE_SPLIT,0.04,yahoo,corroborated,0.0465,0.0463,persistent
GOVZ,2026-05-05,REVERSE_SPLIT,0.25,yahoo,corroborated,0.2487,0.2477,persistent
GP,2025-09-08,REVERSE_SPLIT,0.1,yahoo,drifted,0.0709,0.0737,persistent
GPGI,2025-02-28,FORWARD_SPLIT,1.204,yahoo,ex-date-absent,,,
GPL,2022-07-25,REVERSE_SPLIT,0.105263,inband,corroborated,0.1115,0.1165,persistent
GPUS,2023-05-18,REVERSE_SPLIT,0.00333333333333,yahoo,ex-date-absent,,,
GPUS,2023-06-23,FORWARD_SPLIT,1.318,yahoo,ex-date-absent,,,
GPUS,2024-01-17,REVERSE_SPLIT,0.04,yahoo,ex-date-absent,,,
GPUS,2024-04-12,FORWARD_SPLIT,1.024,yahoo,ex-date-absent,,,
GPUS,2024-11-25,REVERSE_SPLIT,0.028571,yahoo,corroborated,0.0314,0.0277,persistent
GPUS,2026-08-25,REVERSE_SPLIT,0.2,yahoo,corroborated,0.1915,0.2341,persistent
GRCE,2023-07-10,REVERSE_SPLIT,0.166666666667,yahoo,ex-date-absent,,,
GRDX,2021-09-13,REVERSE_SPLIT,0.1,yahoo,ex-date-absent,,,
GRDX,2022-08-26,REVERSE_SPLIT,0.0333333333333,yahoo,ex-date-absent,,,
GRDX,2023-01-18,REVERSE_SPLIT,0.142857142857,yahoo,ex-date-absent,,,
GRDX,2023-12-18,REVERSE_SPLIT,0.05,yahoo,ex-date-absent,,,
GRDX,2025-08-18,REVERSE_SPLIT,0.333333333333,yahoo,ex-date-absent,,,
GREE,2023-05-16,REVERSE_SPLIT,0.1,inband,corroborated,0.1074,0.0923,persistent
GRI,2023-04-24,REVERSE_SPLIT,0.0333333333333,yahoo,no-prev-bar,,,
GRI,2024-01-30,REVERSE_SPLIT,0.142857,yahoo,corroborated,0.128,0.126,persistent
GRI,2024-06-18,REVERSE_SPLIT,0.076923,yahoo,corroborated,0.0715,0.0756,persistent
GRI,2025-02-24,REVERSE_SPLIT,0.0588235294118,yahoo,ex-date-absent,,,
GRI,2026-01-26,REVERSE_SPLIT,0.035714,yahoo,corroborated,0.0331,0.037,persistent
GRML,2026-08-24,REVERSE_SPLIT,0.02,yahoo,corroborated,0.022,0.0236,persistent
GRNQ,2022-07-28,REVERSE_SPLIT,0.1,yahoo,ex-date-absent,,,
GRNQ,2026-08-06,REVERSE_SPLIT,0.1,yahoo,ex-date-absent,,,
GROM,2022-12-09,REVERSE_SPLIT,0.033333,yahoo,not-corroborated,0.0654,0.1017,persistent
GROM,2023-09-07,REVERSE_SPLIT,0.05,yahoo,drifted,0.0471,0.07,persistent
GROV,2023-06-06,REVERSE_SPLIT,0.2,yahoo,corroborated,0.1714,0.1953,persistent
GRRR,2024-04-15,REVERSE_SPLIT,0.1,yahoo,corroborated,0.1005,0.1142,persistent
GSAT,2025-02-11,REVERSE_SPLIT,0.066667,yahoo,corroborated,0.0582,0.0643,persistent
GSIW,2026-03-06,REVERSE_SPLIT,0.005,yahoo,ex-date-absent,,,
GSK,2022-07-19,REVERSE_SPLIT,0.8,yahoo,ex-date-absent,,,
GSK,2022-07-22,FORWARD_SPLIT,1.226,yahoo,drifted,0.9633,0.9555,bad-open-print
GSOL,2024-12-09,FORWARD_SPLIT,5.0,yahoo,ex-date-absent,,,
GSUN,2024-04-19,REVERSE_SPLIT,0.1,yahoo,drifted,0.1059,0.1321,persistent
GTBP,2024-02-05,REVERSE_SPLIT,0.033333,yahoo,corroborated,0.0363,0.0363,persistent
GTE,2023-05-05,REVERSE_SPLIT,0.1,yahoo,corroborated,0.0946,0.0973,persistent
GTH,2023-10-26,REVERSE_SPLIT,0.338462,inband,ex-date-absent,,,
GURE,2025-10-27,REVERSE_SPLIT,0.1,yahoo,corroborated,0.0983,0.0983,persistent
GUSH,2023-08-28,FORWARD_SPLIT,4.0,yahoo,corroborated,3.9482,3.9574,persistent
GV,2024-05-29,REVERSE_SPLIT,0.0625,inband,drifted,0.092,0.0936,persistent
GVH,2025-07-21,REVERSE_SPLIT,0.005,yahoo,corroborated,0.0065,0.0052,persistent
GWAV,2022-02-28,REVERSE_SPLIT,0.00333333333333,yahoo,ex-date-absent,,,
GWAV,2024-06-03,REVERSE_SPLIT,0.006667,yahoo,drifted,0.009,0.0093,persistent
GWAV,2025-08-25,REVERSE_SPLIT,0.009091,yahoo,corroborated,0.0093,0.0085,persistent
GWH,2024-08-26,REVERSE_SPLIT,0.066667,yahoo,corroborated,0.0774,0.0653,persistent
GXAI,2024-03-08,REVERSE_SPLIT,0.083333,yahoo,corroborated,0.0867,0.0835,persistent
GYRE,2023-10-31,REVERSE_SPLIT,0.0666666666667,yahoo,ex-date-absent,,,
HALL,2023-01-03,REVERSE_SPLIT,0.107692,inband,corroborated,0.087,0.087,persistent
HAO,2025-01-27,REVERSE_SPLIT,0.04,inband,corroborated,0.0443,0.0388,persistent
HAO,2026-05-21,REVERSE_SPLIT,0.007812,yahoo,corroborated,0.0084,0.0095,persistent
HAO,2026-08-14,REVERSE_SPLIT,0.05,yahoo,corroborated,0.0439,0.0411,persistent
