symbol,ex_date,ratio_new,ratio_old,factor,price_ratio,vol_gate_day,vol_gate_persist,price_dev
AACIW,2025-06-24,13,30,0.433333,0.433,1.1899,0.0707,0.00077
AACIW,2025-07-25,11,16,0.6875,0.688437,0.3323,0.3385,0.001363
AACT+,2025-03-10,29,20,1.45,1.447409,0.7826,1.6957,0.001789
AAON,2023-08-17,40,27,1.481481,1.487824,2.0251,1.6383,0.004272
ABEO,2022-07-05,1,22,0.045455,0.044665,0.2971,0.116,0.017522
ABNY,2025-12-02,1,5,0.2,0.200225,0.0103,0.1538,0.001123
ABP,2025-11-03,1,30,0.033333,0.033488,0.1303,0.0469,0.004627
ABTC,2026-07-06,1,14,0.071429,0.071793,0.263,0.3453,0.005085
ABTS,2025-03-10,1,14,0.071429,0.071038,0.9392,0.4423,0.005479
ACAHW,2022-05-19,19,30,0.633333,0.632941,0.4413,0.353,0.000619
ACB,2024-02-20,7,64,0.109375,0.108911,0.2066,0.3152,0.004255
ACET,2025-12-30,3,50,0.06,0.060603,0.1377,0.1113,0.010007
ACII,2025-09-26,13,32,0.40625,0.405318,1.3607,0.2145,0.002296
ACII+,2022-05-09,19,13,1.461538,1.462445,0.6667,2.0,0.00062
ACON,2024-01-04,3,40,0.075,0.074586,1.1512,0.6121,0.00554
ACON,2025-03-28,1,27,0.037037,0.037143,0.168,0.0788,0.002853
ACONW,2022-05-24,12,7,1.714286,1.711194,2.2417,0.8953,0.001805
ACONW,2022-06-14,19,32,0.59375,0.595238,0.5195,0.9101,0.002503
ACONW,2022-07-15,5,3,1.666667,1.666667,1.5248,1.2706,0.0
ACONW,2022-08-01,31,64,0.484375,0.485714,0.0018,0.7273,0.002761
ACOR,2023-06-05,1,17,0.058824,0.058824,0.1656,0.1566,0.0
ACRO+,2022-05-17,7,10,0.7,0.709062,0.5573,0.3997,0.012863
ACRO+,2022-09-14,5,11,0.454545,0.455373,1.7778,0.5556,0.00182
ACRS,2023-11-13,5,1,5.0,5.005263,29.031,5.3563,0.001052
ACRX,2022-10-26,2,31,0.064516,0.064463,0.6734,0.4702,0.000831
ACST,2023-07-10,2,11,0.181818,0.181185,2.4736,0.5692,0.00349
ACXP,2025-08-05,1,20,0.05,0.049658,0.1266,0.1293,0.006873
ACY,2022-01-10,17,4,4.25,4.235808,2.3393,2.7765,0.003345
ADAP,2024-10-31,20,29,0.689655,0.689901,0.7562,0.3827,0.000356
ADIL,2023-08-07,1,26,0.038462,0.038397,0.5027,0.454,0.001671
ADIL,2026-02-06,1,25,0.04,0.039474,0.7362,0.4149,0.013245
ADN,2024-05-14,1,30,0.033333,0.032857,0.2176,0.0423,0.014389
ADRA+,2022-05-12,10,7,1.428571,1.428232,1.0,1.0,0.000238
ADSEW,2023-08-03,25,16,1.5625,1.560303,0.9664,1.9898,0.001407
ADV,2026-03-27,3,70,0.042857,0.042656,0.1906,0.1844,0.004697
ADVM,2024-03-21,2,19,0.105263,0.105411,0.1504,0.1045,0.001404
ADXN,2023-10-23,1,20,0.05,0.050707,4.055,0.3284,0.014033
AEHAW,2022-05-10,23,16,1.4375,1.433478,1.1204,0.747,0.002802
AEHAW,2022-05-19,17,11,1.545455,1.546278,1.402,1.2,0.000533
AEHL,2023-09-18,7,65,0.107692,0.108433,0.6089,0.3217,0.006857
AEHL,2026-03-05,2,13,0.153846,0.153614,0.7384,0.5411,0.001507
AEHL,2026-08-10,2,29,0.068966,0.069283,1.7845,0.4334,0.004586
AEI,2022-12-28,1,20,0.05,0.050201,0.4024,0.1244,0.004005
AEMD,2023-10-05,3,26,0.115385,0.11523,0.7638,0.3018,0.001342
AEMD,2025-06-09,8,65,0.123077,0.123826,2.0466,0.7247,0.006066
AEMD,2025-10-20,3,31,0.096774,0.097121,0.2394,0.1793,0.003582
AEVA,2024-03-19,6,31,0.193548,0.196393,0.546,0.6943,0.014589
AEVAW,2026-01-13,7,10,0.7,0.700719,0.3454,0.7979,0.001026
AEY,2023-11-16,2,25,0.08,0.07934,0.8263,0.36,0.008285
AEZS,2022-07-21,1,23,0.043478,0.043553,0.3381,0.21,0.001716
AFAQW,2022-05-16,16,25,0.64,0.64,0.3689,0.3653,0.0
AFAQW,2022-05-24,2,3,0.666667,0.667071,0.5725,0.851,0.000606
AFMD,2024-03-11,3,29,0.103448,0.101997,0.3644,0.1661,0.014132
AFRIW,2024-06-14,6,17,0.352941,0.353108,0.7924,0.3069,0.000473
AFTR+,2023-06-02,2,3,0.666667,0.668667,0.939,0.4695,0.002996
AGBA,2024-10-02,25,13,1.923077,1.92437,2.1891,1.6588,0.000672
AGEN,2024-04-12,1,20,0.05,0.050223,0.2322,0.2842,0.004454
AGFY,2022-10-18,7,80,0.0875,0.087794,0.1516,0.2091,0.003359
AGFY,2023-07-05,1,20,0.05,0.049448,0.2377,0.1136,0.011111
AGFY,2024-10-08,1,14,0.071429,0.072698,1.2252,0.4252,0.017622
AGL,2026-03-31,1,26,0.038462,0.038226,0.1657,0.293,0.006145
AGLE,2023-09-08,1,23,0.043478,0.04443,2.7988,0.5313,0.021665
AGRI,2025-07-28,3,29,0.103448,0.10195,0.2309,0.332,0.01459
AGRX,2022-04-27,3,100,0.03,0.030164,0.1099,0.0513,0.005464
AGRX,2023-04-11,1,50,0.02,0.021739,0.6399,0.184,0.083361
AHI,2023-06-30,7,18,0.388889,0.388406,0.3291,0.2765,0.001243
AHT,2024-10-28,2,21,0.095238,0.09485,0.9133,0.1939,0.004083
AIBD,2026-07-15,1,10,0.1,0.098436,0.0969,0.0944,0.015763
AIFA,2026-06-12,5,32,0.15625,0.155844,0.5785,0.6304,0.002601
AIFU,2025-05-21,9,80,0.1125,0.113333,0.205,0.0618,0.00738
AIFU,2026-06-16,1,18,0.055556,0.054775,0.7006,0.3638,0.01415
AIHS,2022-04-06,1,9,0.111111,0.111063,1.7989,0.2904,0.000435
AIKI,2022-06-07,3,25,0.12,0.119005,1.5433,0.2109,0.00833
AIMD,2025-06-30,13,70,0.185714,0.185634,0.5178,0.2878,0.000431
AIMDW,2023-08-18,29,18,1.611111,1.61,1.7797,0.7262,0.00069
AIMDW,2025-01-13,17,12,1.416667,1.416667,1.2396,0.7538,0.0
AIMDW,2025-09-12,17,12,1.416667,1.416667,1.5346,1.2056,0.0
AIRE,2026-04-30,1,24,0.041667,0.041134,0.4594,0.2642,0.012866
AIRI,2022-10-18,7,65,0.107692,0.108258,8.2959,0.3799,0.005236
AIXI,2026-05-11,3,65,0.046154,0.046311,0.1142,0.0435,0.003409
AIYY,2025-12-02,1,10,0.1,0.099895,0.027,0.0719,0.001052
AKAN,2023-03-09,3,28,0.107143,0.106429,0.3257,0.1724,0.006689
AKAN,2026-04-13,16,65,0.246154,0.245659,0.8083,0.8011,0.002013
AKICW,2022-06-16,64,11,5.818182,5.81019,324.5481,1.0842,0.001375
AKTX,2023-08-17,2,35,0.057143,0.056848,1.1638,0.1387,0.005165
AKTX,2026-03-31,1,40,0.025,0.025549,0.0286,0.1186,0.021709
ALBT,2023-01-05,3,29,0.103448,0.104045,0.9866,0.5078,0.005751
ALBT,2024-10-28,2,31,0.064516,0.065125,0.9004,0.2037,0.009388
ALCYW,2025-10-28,2,3,0.666667,0.668195,0.6069,0.3448,0.00229
ALF,2024-08-01,1,80,0.0125,0.012517,0.0017,0.0025,0.001398
ALGS,2024-08-19,3,80,0.0375,0.037962,0.1798,0.0783,0.012248
ALIT,2026-07-01,1,21,0.047619,0.048422,0.285,0.0971,0.016711
ALLK,2021-12-22,17,2,8.5,8.439,86.0343,10.5959,0.007202
ALPP,2023-05-15,13,100,0.13,0.129683,0.3031,0.2629,0.002439
ALRN,2022-11-11,1,19,0.052632,0.051511,0.1101,0.1347,0.021516
ALSAR,2024-05-20,2,5,0.4,0.396736,0.0842,0.1754,0.008194
ALSAR,2024-05-24,11,30,0.366667,0.367062,0.0222,0.0421,0.001078
ALTM,2024-01-04,19,2,9.5,9.44697,150.6948,66.4501,0.005598
ALTS,2024-07-15,16,1,16.0,16.061224,255.64,206.12,0.003819
ALTUW,2022-05-27,29,17,1.705882,1.70396,0.8963,1.495,0.001127
ALUR,2025-01-03,1,24,0.041667,0.042202,0.3797,0.3734,0.012758
ALUR+,2024-02-28,11,16,0.6875,0.6875,0.8,0.4,0.0
ALVOW,2022-10-24,21,32,0.65625,0.66121,0.4892,0.3265,0.007529
ALVOW,2026-05-27,2,5,0.4,0.400533,0.0007,0.6509,0.001333
ALVR,2025-01-16,1,23,0.043478,0.043923,0.2301,0.1591,0.010175
ALZN,2023-10-31,1,14,0.071429,0.07125,0.7069,0.2089,0.002503
ALZN,2024-07-16,3,25,0.12,0.119088,0.7856,0.3611,0.007627
AMC,2023-08-24,1,10,0.1,0.10051,0.4451,0.4159,0.005089
AMCIW,2022-02-04,28,17,1.647059,1.645625,2.0921,0.8452,0.000871
AMCIW,2022-05-19,31,21,1.47619,1.47802,1.5556,0.6778,0.001239
AMCIW,2022-11-10,16,23,0.695652,0.695909,0.8644,0.4567,0.000369
AMCR,2026-01-15,1,5,0.2,0.19903,0.3342,0.5785,0.004861
AMDD,2026-07-15,3,29,0.103448,0.101927,0.525,0.2489,0.014811
AMDY,2025-12-08,1,5,0.2,0.199695,0.0876,0.0425,0.001527
AMIX,2026-06-24,1,20,0.05,0.049744,1.1753,0.3928,0.005141
AMOD,2026-06-15,1,40,0.025,0.025075,0.3727,0.2518,0.003014
AMPE,2023-09-12,1,20,0.05,0.04902,0.6536,0.3483,0.019803
AMPGW,2022-09-20,7,5,1.4,1.4025,1.8757,1.8028,0.001784
AMPGW,2023-01-18,7,10,0.7,0.70122,0.3259,1.0234,0.001741
AMPGW,2023-08-31,29,19,1.526316,1.526585,0.7782,0.8368,0.000176
AMPGW,2023-09-11,31,22,1.409091,1.407279,0.8368,0.8452,0.001287
AMPI+,2022-05-13,17,12,1.416667,1.415652,1.3899,1.7253,0.000716
AMPI+,2022-08-23,7,10,0.7,0.712758,0.8,0.6125,0.018062
AMPI+,2022-09-01,31,22,1.409091,1.408521,1.1667,1.9048,0.000404
AMPX+,2025-02-21,13,32,0.40625,0.405882,1.1407,0.3802,0.000905
AMRK,2022-06-07,2,1,2.0,1.970857,1.7797,1.2008,0.014679
AMRN,2025-04-11,1,21,0.047619,0.048739,0.1798,0.0641,0.023255
AMST,2023-02-22,1,12,0.083333,0.084025,0.3398,0.1547,0.008266
AMWL,2024-07-11,1,18,0.055556,0.054248,0.0804,0.0749,0.023811
AMZE,2025-06-13,1,24,0.041667,0.041332,0.5725,0.7523,0.008073
AMZN,2022-06-06,20,1,20.0,19.620563,19.4465,13.9596,0.019154
ANET,2021-11-18,4,1,4.0,3.978672,4.4288,3.759,0.005346
ANET,2024-12-04,4,1,4.0,3.991579,2.5876,3.3105,0.002107
ANGH,2025-08-04,3,31,0.096774,0.096742,0.1135,0.0353,0.000333
ANGI,2025-03-24,2,19,0.105263,0.104651,0.2391,0.2989,0.005831
ANPC,2022-11-04,1,50,0.02,0.0206,0.7047,0.2226,0.029559
ANY,2023-06-29,11,80,0.1375,0.137168,1.9838,0.2158,0.002416
ANY,2026-02-10,1,10,0.1,0.100059,1.0932,0.5388,0.000588
APCXW,2023-03-30,29,20,1.45,1.448276,1.0478,1.5744,0.00119
APCXW,2024-01-05,9,13,0.692308,0.693878,0.4268,0.508,0.002265
APCXW,2024-09-13,7,15,0.466667,0.466667,7.9117,0.128,0.0
APDN,2024-04-25,2,35,0.057143,0.056874,1.1993,0.6513,0.004724
APDN,2025-06-02,2,31,0.064516,0.063842,0.4283,0.2933,0.010507
APLZ,2026-06-03,13,64,0.203125,0.20316,0.0641,0.1964,0.000174
APM,2023-01-23,1,9,0.111111,0.111538,1.0718,0.5874,0.003839
APOP,2021-09-24,18,65,0.276923,0.276625,0.4464,0.9474,0.001076
APPX,2026-03-10,1,3,0.333333,0.332496,0.1746,0.132,0.002514
APRE,2023-02-14,4,65,0.061538,0.061161,0.6634,0.3959,0.006148
APRN,2023-06-08,3,35,0.085714,0.085235,0.4701,0.7776,0.005609
APTO,2023-06-06,2,29,0.068966,0.068254,0.3189,0.2983,0.010371
APTO,2025-02-26,2,65,0.030769,0.030752,0.0776,0.0201,0.000557
APVO,2024-03-06,1,40,0.025,0.024838,0.2543,0.6485,0.006497
APVO,2024-12-04,3,100,0.03,0.029774,0.1077,0.0623,0.007566
APVO,2025-05-27,1,21,0.047619,0.048619,0.2665,0.1337,0.020777
APVO,2025-12-30,3,50,0.06,0.060241,0.2366,0.2454,0.004008
AQB,2023-10-16,3,50,0.06,0.060501,0.3094,0.2569,0.008323
AQMS,2024-08-05,28,11,2.545455,2.533926,3.4039,3.042,0.004539
AQMS,2024-11-05,1,19,0.052632,0.05307,0.1341,0.118,0.008299
AQMS,2025-08-04,1,10,0.1,0.099923,0.2758,0.1649,0.00077
AQUNR,2022-10-25,19,1,19.0,19.0,0.074,1.1505,0.0
ARBB,2025-06-02,7,100,0.07,0.07,0.1508,0.1256,0.0
ARBEW,2022-09-23,20,29,0.689655,0.690141,0.6913,0.7692,0.000704
ARBEW,2023-08-28,25,17,1.470588,1.469754,1.3541,0.7323,0.000568
ARCX,2025-12-02,1,5,0.2,0.196769,0.2036,0.2024,0.016287
AREB,2025-10-03,1,16,0.0625,0.062309,0.5227,0.317,0.003059
AREB,2026-02-02,1,20,0.05,0.051145,1.4061,0.8999,0.022646
ARKB,2025-06-16,50,17,2.941176,2.942561,1.4172,2.2358,0.000471
ARQQ,2024-09-25,1,23,0.043478,0.043972,0.6456,0.3981,0.011289
ARQQW,2025-09-30,21,32,0.65625,0.658154,0.4342,0.9935,0.002897
ARR,2023-10-02,6,29,0.206897,0.205387,0.9815,0.4285,0.007322
ARTL,2025-06-13,9,50,0.18,0.180556,0.9393,0.3042,0.003082
ARTLW,2021-10-05,7,5,1.4,1.401981,0.718,1.1029,0.001414
ARVL,2023-04-14,1,50,0.02,0.020221,0.1098,0.1015,0.010969
ARVR,2022-06-23,32,65,0.492308,0.49489,3.6364,0.9091,0.005231
ASAQ+,2022-09-01,27,19,1.421053,1.423077,1.3143,0.7429,0.001423
ASBP,2026-05-11,1,35,0.028571,0.026868,0.0663,0.1152,0.061459
ASLN,2023-03-13,11,50,0.22,0.220969,0.1864,0.1783,0.004395
ASLN,2024-07-03,2,15,0.133333,0.13439,0.4266,0.1611,0.007896
ASMB,2024-02-12,3,35,0.085714,0.085811,0.0759,0.0526,0.001132
ASNS,2025-11-18,3,28,0.107143,0.10625,0.269,0.1515,0.008368
ASPAW,2022-07-27,7,10,0.7,0.715274,0.8628,1.0354,0.021586
ASPS,2025-05-28,3,22,0.136364,0.135274,0.2932,0.1477,0.008023
ASRT,2025-12-26,2,27,0.074074,0.073322,0.6312,0.762,0.010202
ASST,2026-02-06,1,20,0.05,0.050526,0.2005,0.1084,0.010471
ASTC,2022-12-05,3,80,0.0375,0.037624,0.1353,0.1177,0.003292
ASTR,2023-09-14,2,25,0.08,0.079778,0.4538,0.2461,0.002782
ATA+,2022-02-09,23,13,1.769231,1.771922,0.9886,1.4286,0.00152
ATA+,2022-02-18,32,21,1.52381,1.518481,0.8026,0.7384,0.003503
ATAX,2022-04-04,11,32,0.34375,0.344,0.2913,0.4047,0.000727
ATCH,2025-01-02,1,35,0.028571,0.02678,2.4123,0.5176,0.064734
ATER,2024-03-22,1,12,0.083333,0.083882,0.3838,0.1613,0.006557
ATHA,2025-09-18,1,10,0.1,0.1,0.3929,0.3472,0.0
ATHE,2023-01-09,2,19,0.105263,0.105543,0.5502,0.3226,0.00265
ATHX,2022-08-29,3,80,0.0375,0.037604,0.1411,0.0727,0.002758
ATIP,2023-06-15,1,40,0.025,0.023459,0.3967,0.1502,0.063614
ATMVR,2024-11-22,32,23,1.391304,1.390299,2.0379,1.4218,0.000723
ATMVR,2025-01-27,7,10,0.7,0.713258,0.9368,0.8421,0.018763
ATNF,2024-02-28,1,19,0.052632,0.053784,0.3988,0.2272,0.021656
ATNX,2023-02-15,1,20,0.05,0.050872,0.1541,0.1196,0.017291
ATOS,2026-02-02,2,29,0.068966,0.069369,0.2448,0.2781,0.005831
ATRA,2024-06-20,1,26,0.038462,0.038771,0.1371,0.1682,0.008008
ATXG,2023-06-30,3,29,0.103448,0.102769,11.0663,0.6863,0.006586
ATXG,2026-03-30,2,31,0.064516,0.065406,0.1505,0.1155,0.013699
ATXI,2024-04-26,1,70,0.014286,0.013767,0.2948,0.2246,0.03697
AUID,2023-07-10,1,8,0.125,0.125307,1.188,0.2087,0.00245
AUID,2023-08-21,17,11,1.545455,1.54359,0.9185,1.3505,0.001207
AUMN,2023-06-09,1,21,0.047619,0.047619,0.1997,0.0866,0.0
AURE,2026-02-19,3,31,0.096774,0.098131,0.147,0.6848,0.013921
AUUD,2024-02-27,1,24,0.041667,0.04204,0.2081,0.0865,0.008915
AUUD,2025-03-31,2,31,0.064516,0.064867,0.3361,0.2803,0.005428
AUUD,2026-04-01,9,70,0.128571,0.128142,1.1082,0.7061,0.003349
AUUDW,2022-05-17,16,23,0.695652,0.695652,0.4657,0.9825,0.0
AUVI,2023-05-31,6,31,0.193548,0.195722,0.1479,0.0914,0.011167
AVCT,2022-10-03,1,18,0.055556,0.056156,0.0786,0.038,0.010753
AVGO,2024-07-15,10,1,10.0,9.981863,6.2239,9.8127,0.001815
AVGR,2022-03-15,1,40,0.025,0.026619,1.2303,0.2923,0.062738
AVTE,2024-06-17,35,3,11.666667,11.690476,33.8285,6.7849,0.002039
AVTX,2022-07-08,2,25,0.08,0.080082,0.6061,0.1458,0.001026
AVX,2026-06-15,2,25,0.08,0.079486,0.2208,0.1297,0.006449
AVXX,2026-03-23,1,3,0.333333,0.335223,0.0808,0.0778,0.005652
AWH,2023-05-12,1,15,0.066667,0.067368,0.4283,0.2035,0.010471
AWP,2026-02-09,27,80,0.3375,0.336473,0.4813,0.5031,0.003049
AXDX,2023-07-12,3,29,0.103448,0.101851,2.2745,0.5917,0.015562
AXLA,2023-09-19,1,26,0.038462,0.038667,0.0175,0.026,0.005319
AXTU,2026-08-24,1,9,0.111111,0.111498,0.0456,0.043,0.003478
AYRO,2023-09-18,3,23,0.130435,0.13136,1.2062,0.45,0.007068
AYRO,2025-06-26,2,31,0.064516,0.065495,0.5959,0.5743,0.015062
AYTU,2023-01-06,1,21,0.047619,0.048027,0.446,0.2268,0.008539
AZI,2026-03-23,1,10,0.1,0.099967,0.2198,0.0399,0.000328
AZN,2026-02-02,32,65,0.492308,0.489474,0.2909,0.2535,0.005773
AZRX,2021-09-13,3,29,0.103448,0.102113,0.7677,0.5329,0.012995
AZTR,2024-07-01,1,26,0.038462,0.038112,0.1002,0.025,0.009132
AZUL,2026-06-01,1,28,0.035714,0.036359,0.0227,0.0285,0.017897
BACK,2023-09-08,3,80,0.0375,0.037931,1.5663,0.3451,0.011429
BAIG,2026-05-05,3,31,0.096774,0.09813,0.0791,0.0706,0.013909
BAOS,2022-05-25,7,20,0.35,0.349123,0.5902,0.3333,0.002509
BARK,2026-04-01,1,20,0.05,0.04938,0.1749,0.1756,0.012482
BBGI,2024-09-24,1,19,0.052632,0.051702,0.1802,0.2156,0.017817
BBIG,2023-05-11,1,22,0.045455,0.045246,0.1921,0.0954,0.004601
BBLG,2023-06-07,1,29,0.034483,0.034161,1.1634,0.5619,0.00936
BBLG,2023-12-20,3,25,0.12,0.121182,1.7523,0.4809,0.0098
BBLGW,2024-10-17,30,1,30.0,29.813253,0.0476,36.7619,0.006244
BBLGW,2024-10-21,16,3,5.333333,5.301205,38.6,26.1,0.006042
BBLGW,2025-12-17,10,7,1.428571,1.426624,1.2733,1.1133,0.001364
BBLGW,2026-01-02,10,7,1.428571,1.428571,1.7463,0.791,0.0
BBLGW,2026-05-14,17,28,0.607143,0.605303,0.4,0.8,0.003036
BBLN,2022-12-16,1,25,0.04,0.040757,0.6334,0.1483,0.018759
BBSI,2024-06-24,4,1,4.0,4.020105,6.1619,4.3493,0.005014
BBU,2022-03-15,23,16,1.4375,1.43684,2.0082,1.9023,0.000459
BCAB,2026-04-06,1,50,0.02,0.019954,0.1692,0.1236,0.002303
BCAN,2024-08-26,4,65,0.061538,0.060777,0.4711,0.2695,0.012449
BCDA,2024-05-30,7,100,0.07,0.069536,0.2109,0.1128,0.006646
BCLI,2024-10-01,1,14,0.071429,0.072254,0.2066,0.2488,0.011494
BCSAW,2024-04-26,31,64,0.484375,0.487496,1.6169,0.4133,0.006422
BCTX,2025-08-25,1,10,0.1,0.101439,1.2959,0.4821,0.014287
BDRX,2024-10-04,1,23,0.043478,0.043636,0.3394,0.1895,0.00363
BDRX,2025-07-31,11,100,0.11,0.10981,0.7396,0.1594,0.001728
BDSX,2025-09-15,1,20,0.05,0.049853,0.0663,0.0565,0.002938
BENF,2025-12-15,13,100,0.13,0.129645,1.3264,0.5821,0.002734
BERZ,2024-03-25,3,31,0.096774,0.097561,0.1566,0.0701,0.008097
BERZ,2026-02-24,1,20,0.05,0.049298,0.0347,0.0593,0.014144
BEST,2022-05-20,19,80,0.2375,0.237288,2.1847,0.3978,0.000892
BEST,2023-04-04,1,4,0.25,0.250556,0.9762,0.3013,0.00222
BETR,2024-08-19,1,50,0.02,0.01994,0.0476,0.0994,0.003011
BEZ,2026-06-03,1,10,0.1,0.098452,0.0247,0.018,0.015601
BFRI,2023-07-05,1,20,0.05,0.05,0.5855,0.0791,0.0
BFRIW,2022-12-30,3,2,1.5,1.499419,2.2832,1.0397,0.000388
BHACW,2022-03-11,23,14,1.642857,1.6425,0.7979,1.0638,0.000217
BHAT,2022-05-27,7,64,0.109375,0.10903,2.2874,0.1297,0.003161
BHG,2023-05-22,1,80,0.0125,0.012121,0.3977,0.2035,0.030772
BHIL,2024-07-19,3,100,0.03,0.029459,0.1121,0.0266,0.018213
BIAF,2025-09-19,1,31,0.032258,0.03276,0.1322,0.1205,0.01544
BIAF,2026-08-24,2,29,0.068966,0.069194,0.2639,0.1886,0.003313
BIAFW,2022-11-08,32,21,1.52381,1.520913,0.7679,1.6719,0.001903
BIAFW,2023-01-12,13,8,1.625,1.625,1.5208,1.278,0.0
BIMI,2022-02-03,2,9,0.222222,0.223356,4.2262,0.7726,0.00509
BIOL,2022-04-29,1,19,0.052632,0.051318,0.68,0.1662,0.025267
BIOR,2023-01-03,1,24,0.041667,0.041307,0.2322,0.2364,0.00867
BIOR,2024-10-18,7,65,0.107692,0.108481,2.9256,0.6052,0.007299
BIOTW,2022-01-26,13,9,1.444444,1.446018,1.5513,0.8199,0.001089
BIPC,2022-06-13,23,16,1.4375,1.438958,1.6859,1.6808,0.001014
BIRD,2024-09-05,1,19,0.052632,0.05131,0.4274,0.2623,0.025436
BITI,2024-11-07,1,5,0.2,0.196896,0.0426,0.5385,0.015641
BITS,2022-12-20,1,4,0.25,0.249231,0.044,0.2622,0.003082
BIVI,2024-08-06,1,9,0.111111,0.111157,0.4282,0.2597,0.00041
BIVI,2025-07-07,1,10,0.1,0.099182,0.6699,0.2525,0.008214
BIYA,2025-12-30,1,24,0.041667,0.041575,0.57,0.1816,0.002191
BJDX,2024-06-20,7,64,0.109375,0.109215,0.12,0.3709,0.001464
BJDX,2026-01-29,19,80,0.2375,0.236901,8.8677,0.968,0.002527
BKCH,2022-12-20,1,4,0.25,0.251488,0.1244,0.2214,0.005935
BKDT,2024-02-23,5,12,0.416667,0.417766,0.5464,0.2568,0.002634
BKKT,2024-04-29,1,24,0.041667,0.040992,0.1256,0.3283,0.016314
BKKT+,2024-07-12,21,32,0.65625,0.65625,0.9547,0.7733,0.0
BKLC,2026-07-20,3,1,3.0,2.986268,3.3185,2.2615,0.004588
BKMC,2026-07-21,3,1,3.0,3.003482,3.2,1.376,0.00116
BKNG,2026-04-06,25,1,25.0,25.251506,27.7439,23.6349,0.01001
BKSY,2024-09-09,4,29,0.137931,0.137781,0.5294,0.4906,0.001086
BKSY+,2025-02-25,17,25,0.68,0.679288,0.9162,0.8827,0.001048
BKT,2022-10-18,1,3,0.333333,0.332494,0.0185,0.5454,0.002522
BKTI,2023-04-24,7,30,0.233333,0.232694,2.9274,0.6414,0.002744
BKYI,2023-12-21,1,17,0.058824,0.058366,0.4147,0.1075,0.007813
BKYI,2026-04-30,1,8,0.125,0.126667,1.2107,0.2383,0.013245
BKYI,2026-07-08,12,25,0.48,0.479624,4.1708,0.2926,0.000784
BLEUW,2022-05-10,32,19,1.684211,1.6796,1.375,1.5,0.002741
BLEUW,2022-05-16,32,21,1.52381,1.515152,1.1685,0.779,0.005698
BLEUW,2022-06-01,16,11,1.454545,1.456875,1.4918,1.8673,0.0016
BLPH,2023-06-05,5,1,5.0,4.971831,96.0433,12.6049,0.00565
BLRX,2025-01-30,1,40,0.025,0.023587,0.132,0.0429,0.058182
BLUE,2024-12-13,1,21,0.047619,0.048062,0.1386,0.2967,0.009259
BMGL,2026-06-22,3,35,0.085714,0.084749,0.2412,0.1153,0.011322
BMNG,2026-05-05,1,20,0.05,0.048804,0.0329,0.0398,0.024214
BMNU,2026-07-13,3,29,0.103448,0.101853,0.2374,0.3707,0.015543
BMRA,2025-04-21,2,15,0.133333,0.133144,0.2179,0.3286,0.001417
BN,2025-10-10,28,19,1.473684,1.474348,1.623,1.4895,0.00045
BNAI,2025-12-12,3,29,0.103448,0.103613,0.1008,0.2895,0.001592
BNAIW,2024-07-29,32,17,1.882353,1.882353,2.3513,1.7863,0.0
BNDD,2025-09-12,3,25,0.12,0.120556,1.07,0.1,0.004623
BNGO,2023-08-07,2,19,0.105263,0.105242,0.2789,0.4207,0.0002
BNGO,2025-01-27,1,64,0.015625,0.01756,0.1527,0.0766,0.116768
BNIXR,2024-07-22,16,11,1.454545,1.454545,1.1564,0.6657,0.0
BNIXW,2022-03-16,23,16,1.4375,1.434244,1.8357,1.7483,0.002267
BNKD,2024-04-29,13,64,0.203125,0.203352,0.0018,0.1537,0.001119
BNKK,2025-12-11,1,28,0.035714,0.036336,0.1498,0.0747,0.017267
BNR,2024-05-15,3,31,0.096774,0.096089,0.1641,0.2777,0.007105
BNRG,2023-12-04,7,64,0.109375,0.109655,1.0782,0.1814,0.002558
BNRG,2025-06-20,5,26,0.192308,0.19204,1.0129,0.2373,0.001393
BNTC,2023-07-26,1,17,0.058824,0.058989,22.6111,0.3685,0.002805
BNZI,2025-07-08,3,29,0.103448,0.101916,0.6469,0.3979,0.014926
BNZI,2026-05-08,1,21,0.047619,0.048666,0.2164,0.2105,0.02174
BOAC+,2023-03-06,7,10,0.7,0.711239,0.5,0.75,0.015928
BODY,2023-11-22,1,40,0.025,0.025423,2.1355,0.1142,0.016795
BOIL,2023-06-23,1,19,0.052632,0.051587,0.2131,0.1088,0.020053
BOIL,2024-11-07,13,64,0.203125,0.202199,0.2274,0.1991,0.004569
BOIL,2026-05-28,1,2,0.5,0.5,0.7009,0.2924,0.0
BOLT,2025-06-09,1,20,0.05,0.049135,0.1588,0.1434,0.017456
BON,2024-04-11,3,25,0.12,0.121277,1.775,0.8231,0.010587
BOXL,2023-06-15,9,70,0.128571,0.126792,0.7096,0.3993,0.013939
BOXL,2025-02-18,3,17,0.176471,0.176,0.8585,0.4755,0.00267
BPTS,2023-03-30,8,65,0.123077,0.121988,2.4597,0.0783,0.008887
BQ,2023-08-21,6,23,0.26087,0.260784,1.6521,0.2961,0.000327
BQ,2025-01-21,4,35,0.114286,0.113897,3.6158,0.9759,0.003407
BRACR,2023-01-19,13,32,0.40625,0.404,2.1608,0.7525,0.005554
BRAI,2026-04-29,11,4,2.75,2.747017,4.1353,2.702,0.001085
BRCC,2026-08-24,3,29,0.103448,0.102545,0.8586,0.3564,0.008774
BRDS,2023-05-19,1,28,0.035714,0.035966,0.5237,0.1357,0.00701
